STATION,NAME,DATE,TMAX,TMIN
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/16/10,85,59
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/17/10,88,54
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/18/10,89,62
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/19/10,92,60
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/20/10,93,64
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/21/10,85,69
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/22/10,89,65
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/23/10,87,60
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/24/10,83,59
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/25/10,85,57
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/26/10,81,51
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/27/10,85,46
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/28/10,91,49
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/29/10,94,66
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/30/10,89,65
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",8/31/10,89,63
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/1/10,89,63
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/2/10,85,62
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/3/10,77,59
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/4/10,72,47
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/5/10,79,42
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/6/10,89,50
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/7/10,90,62
