,DateTime,Adopt,Euth,RTO,Unintended,Other,TotalOutcomes
659,2015-07-22,11,0,6,0,5,22
660,2015-07-23,12,1,10,0,7,30
661,2015-07-24,12,3,13,0,2,30
662,2015-07-25,16,2,1,0,5,24
663,2015-07-26,19,0,10,0,2,31
664,2015-07-27,13,1,4,0,3,21
665,2015-07-28,11,1,5,0,7,24
666,2015-07-29,8,1,3,0,13,25
667,2015-07-30,5,0,12,0,3,20
668,2015-07-31,16,1,1,0,15,33
669,2015-08-01,24,0,3,0,4,31
670,2015-08-02,27,2,5,1,2,37
671,2015-08-03,7,2,1,1,11,22
672,2015-08-04,12,1,18,0,4,35
673,2015-08-05,7,0,6,0,2,15
674,2015-08-06,10,0,5,0,3,18
675,2015-08-07,10,1,6,1,8,26
676,2015-08-08,18,2,3,0,5,28
677,2015-08-09,22,0,8,0,7,37
678,2015-08-10,11,0,8,0,3,22
679,2015-08-11,8,2,6,0,9,25
680,2015-08-12,8,3,6,0,7,24
681,2015-08-13,12,3,10,0,13,38
682,2015-08-14,11,2,10,0,9,32
683,2015-08-15,13,2,3,0,2,20
684,2015-08-16,15,0,4,0,0,19
685,2015-08-17,9,1,8,0,1,19
686,2015-08-18,8,0,13,0,6,27
687,2015-08-19,7,0,5,1,11,24
688,2015-08-20,9,1,9,1,0,20
689,2015-08-21,8,0,5,0,4,17
690,2015-08-22,11,0,5,0,2,18
691,2015-08-23,17,0,6,0,1,24
692,2015-08-24,13,0,12,0,2,27
693,2015-08-25,8,0,10,2,22,42
694,2015-08-26,13,0,6,0,5,24
695,2015-08-27,10,1,9,0,8,28
696,2015-08-28,12,3,14,0,9,38
697,2015-08-29,22,1,8,0,5,36
698,2015-08-30,17,1,5,0,5,28
699,2015-08-31,13,0,5,0,12,30
700,2015-09-01,12,0,11,0,6,29
701,2015-09-02,7,0,4,0,6,17
702,2015-09-03,6,1,12,1,6,26
703,2015-09-04,11,2,12,1,3,29
704,2015-09-05,12,2,3,0,3,20
705,2015-09-06,17,0,7,0,6,30
706,2015-09-07,19,0,7,0,8,34
707,2015-09-08,12,1,3,0,6,22
708,2015-09-09,9,2,6,0,12,29
709,2015-09-10,10,2,7,0,13,32
710,2015-09-11,12,0,12,0,5,29
711,2015-09-12,14,0,10,0,9,33
712,2015-09-13,24,1,10,0,5,40
713,2015-09-14,4,2,5,0,14,25
714,2015-09-15,6,2,6,0,9,23
715,2015-09-16,8,3,6,1,4,22
716,2015-09-17,16,1,7,0,20,44
717,2015-09-18,10,1,11,0,10,32
718,2015-09-19,21,0,12,1,5,39
719,2015-09-20,16,1,3,0,7,27
720,2015-09-21,10,0,8,0,12,30
721,2015-09-22,11,2,3,0,3,19
722,2015-09-23,12,0,8,0,5,25
723,2015-09-24,9,0,4,0,0,13
724,2015-09-25,7,0,5,0,3,15
725,2015-09-26,8,0,11,0,13,32
726,2015-09-27,28,0,5,0,3,36
727,2015-09-28,8,1,6,0,1,16
728,2015-09-29,9,1,9,1,7,27
729,2015-09-30,8,0,10,0,3,21
730,2015-10-01,6,0,4,0,2,12
731,2015-10-02,7,0,9,0,3,19
732,2015-10-03,6,1,6,0,1,14
733,2015-10-04,16,1,4,0,0,21
734,2015-10-05,8,0,14,0,7,29
735,2015-10-06,10,0,6,0,11,27
736,2015-10-07,7,0,10,0,14,31
737,2015-10-08,6,2,10,0,8,26
738,2015-10-09,10,0,6,0,3,19
739,2015-10-10,14,0,8,0,14,36
740,2015-10-11,18,0,12,0,2,32
741,2015-10-12,14,0,10,0,22,46
742,2015-10-13,11,1,8,0,15,35
743,2015-10-14,6,0,1,1,3,11
744,2015-10-15,6,2,8,0,3,19
745,2015-10-16,10,0,10,0,6,26
746,2015-10-17,24,1,7,0,1,33
747,2015-10-18,29,0,7,0,5,41
748,2015-10-19,13,1,10,0,4,28
749,2015-10-20,7,0,13,0,1,21
750,2015-10-21,7,1,7,0,4,19
751,2015-10-22,8,1,5,0,2,16
752,2015-10-23,7,0,3,0,5,15
753,2015-10-24,19,1,7,0,0,27
754,2015-10-25,15,1,12,0,3,31
755,2015-10-26,3,3,13,0,3,22
756,2015-10-27,10,0,13,0,5,28
757,2015-10-28,8,0,6,0,10,24
758,2015-10-29,14,0,9,0,3,26
759,2015-10-30,2,0,3,0,0,5
760,2015-10-31,17,0,16,0,14,47
761,2015-11-01,9,0,25,0,11,45
762,2015-11-02,3,0,23,0,5,31
763,2015-11-03,12,0,12,0,5,29
764,2015-11-04,8,0,18,1,2,29
765,2015-11-05,10,0,14,0,13,37
766,2015-11-06,6,2,12,0,6,26
767,2015-11-07,15,0,5,0,4,24
768,2015-11-08,17,2,7,0,7,33
769,2015-11-09,9,2,11,0,10,32
770,2015-11-10,9,0,13,0,5,27
771,2015-11-11,9,0,7,0,2,18
772,2015-11-12,10,1,9,0,3,23
773,2015-11-13,7,1,23,0,12,43
774,2015-11-14,14,0,14,0,2,30
775,2015-11-15,16,0,10,0,12,38
776,2015-11-16,2,0,14,0,8,24
777,2015-11-17,13,0,8,0,5,26
778,2015-11-18,10,0,9,0,3,22
779,2015-11-19,9,0,11,0,2,22
780,2015-11-20,13,0,10,0,12,35
781,2015-11-21,18,0,2,0,2,22
782,2015-11-22,17,0,6,0,4,27
783,2015-11-23,13,0,8,0,15,36
784,2015-11-24,10,0,4,0,3,17
785,2015-11-25,11,0,21,0,5,37
786,2015-11-26,1,1,4,0,2,8
787,2015-11-27,20,1,14,0,5,40
788,2015-11-28,14,1,8,0,7,30
789,2015-11-29,15,1,8,1,1,26
790,2015-11-30,13,2,9,0,20,44
791,2015-12-01,6,4,9,0,4,23
792,2015-12-02,7,2,11,0,4,24
793,2015-12-03,1,0,5,1,13,20
794,2015-12-04,5,0,8,0,7,20
795,2015-12-05,10,0,9,0,0,19
796,2015-12-06,14,0,7,0,8,29
797,2015-12-07,13,1,5,0,9,28
798,2015-12-08,11,2,10,0,8,31
799,2015-12-09,2,0,6,0,1,9
800,2015-12-10,5,2,11,0,5,23
801,2015-12-11,8,0,7,1,3,19
802,2015-12-12,15,1,12,0,2,30
803,2015-12-13,25,1,11,0,4,41
804,2015-12-14,11,0,6,0,2,19
805,2015-12-15,9,1,10,0,7,27
806,2015-12-16,10,0,8,0,3,21
807,2015-12-17,20,0,6,0,3,29
808,2015-12-18,14,1,6,0,1,22
809,2015-12-19,15,0,6,0,13,34
810,2015-12-20,17,0,10,0,4,31
811,2015-12-21,13,0,10,0,5,28
812,2015-12-22,24,1,10,0,3,38
813,2015-12-23,18,1,8,0,0,27
814,2015-12-24,12,0,9,0,1,22
815,2015-12-26,20,0,15,1,7,43
816,2015-12-27,11,0,8,0,13,32
817,2015-12-28,10,0,12,0,8,30
818,2015-12-29,15,0,9,0,2,26
819,2015-12-30,5,5,12,0,3,25
820,2015-12-31,15,0,8,0,5,28
821,2016-01-01,1,0,4,0,7,12
822,2016-01-02,12,0,11,0,8,31
823,2016-01-03,12,0,10,1,1,24
824,2016-01-04,9,0,14,0,13,36
825,2016-01-05,13,0,8,0,8,29
826,2016-01-06,8,1,17,0,12,38
827,2016-01-07,9,1,8,0,11,29
828,2016-01-08,9,0,6,0,3,18
829,2016-01-09,19,0,2,0,3,24
830,2016-01-10,16,0,13,0,4,33
831,2016-01-11,13,1,6,0,0,20
832,2016-01-12,15,0,13,0,6,34
833,2016-01-13,10,0,10,1,6,27
834,2016-01-14,8,0,9,0,1,18
835,2016-01-15,15,0,5,0,3,23
836,2016-01-16,18,2,4,0,20,44
837,2016-01-17,16,2,11,1,9,39
838,2016-01-18,18,0,7,0,15,40
839,2016-01-19,5,0,12,0,8,25
840,2016-01-20,13,0,6,0,7,26
841,2016-01-21,12,0,4,0,8,24
842,2016-01-22,12,0,8,0,8,28
843,2016-01-23,17,1,6,0,7,31
844,2016-01-24,20,0,6,0,1,27
845,2016-01-25,10,0,5,0,20,35
846,2016-01-26,8,1,12,0,1,22
847,2016-01-27,7,1,8,0,5,21
848,2016-01-28,10,0,5,0,6,21
849,2016-01-29,4,0,9,0,8,21
850,2016-01-30,13,0,9,0,1,23
851,2016-01-31,12,1,6,0,8,27
852,2016-02-01,8,1,9,0,2,20
853,2016-02-02,7,0,6,0,16,29
854,2016-02-03,7,1,9,0,3,20
855,2016-02-04,12,1,6,0,1,20
856,2016-02-05,11,1,2,1,8,23
857,2016-02-06,22,0,6,0,3,31
858,2016-02-07,15,0,9,0,9,33
859,2016-02-08,14,0,7,0,4,25
860,2016-02-09,8,0,3,1,2,14
861,2016-02-10,12,0,4,0,4,20
862,2016-02-11,16,0,4,0,4,24
863,2016-02-12,12,2,13,0,2,29
864,2016-02-13,32,0,7,0,0,39
865,2016-02-14,22,0,16,0,1,39
866,2016-02-15,24,1,7,0,15,47
867,2016-02-16,6,2,14,0,10,32
868,2016-02-17,0,0,6,0,4,10
869,2016-02-18,16,3,4,0,0,23
870,2016-02-19,10,0,7,0,4,21
871,2016-02-20,16,1,11,0,3,31
872,2016-02-21,16,0,9,0,8,33
873,2016-02-22,9,0,11,1,7,28
874,2016-02-23,15,0,7,0,1,23
875,2016-02-24,14,1,13,0,5,33
876,2016-02-25,10,2,13,0,2,27
877,2016-02-26,11,0,11,1,2,25
878,2016-02-27,20,0,5,0,1,26
879,2016-02-28,16,0,10,2,16,44
880,2016-02-29,13,0,11,0,6,30
881,2016-03-01,9,1,10,0,15,35
882,2016-03-02,14,4,9,0,7,34
883,2016-03-03,11,0,8,0,13,32
884,2016-03-04,8,0,6,0,0,14
885,2016-03-05,24,0,11,0,0,35
886,2016-03-06,14,2,3,0,11,30
887,2016-03-07,7,0,14,0,9,30
888,2016-03-08,17,3,8,0,7,35
889,2016-03-09,11,0,12,0,1,24
890,2016-03-10,4,1,7,0,3,15
891,2016-03-11,9,0,7,0,6,22
892,2016-03-12,15,0,10,0,1,26
893,2016-03-13,13,0,9,0,2,24
894,2016-03-14,12,1,19,0,6,38
895,2016-03-15,14,1,5,0,4,24
896,2016-03-16,13,0,9,0,2,24
897,2016-03-17,16,1,4,0,5,26
898,2016-03-18,8,0,7,0,4,19
899,2016-03-19,8,1,7,0,7,23
900,2016-03-20,19,2,12,0,13,46
901,2016-03-21,12,0,7,0,4,23
902,2016-03-22,7,3,5,0,11,26
903,2016-03-23,6,4,10,1,3,24
904,2016-03-24,15,0,10,0,4,29
905,2016-03-25,12,0,9,0,1,22
906,2016-03-26,30,2,4,0,7,43
907,2016-03-27,10,1,16,0,8,35
908,2016-03-28,11,0,11,0,10,32
909,2016-03-29,18,0,13,0,2,33
910,2016-03-30,7,0,7,0,3,17
911,2016-03-31,3,0,11,1,2,17
912,2016-04-01,8,0,10,0,2,20
913,2016-04-02,17,0,3,0,6,26
914,2016-04-03,20,1,9,0,0,30
915,2016-04-04,13,0,10,0,5,28
916,2016-04-05,14,1,8,0,4,27
917,2016-04-06,8,1,8,0,6,23
918,2016-04-07,14,0,5,0,7,26
919,2016-04-08,8,0,7,0,1,16
920,2016-04-09,17,0,11,0,4,32
921,2016-04-10,12,0,6,0,5,23
922,2016-04-11,12,1,15,0,9,37
923,2016-04-12,6,0,12,0,1,19
924,2016-04-13,3,0,6,0,3,12
925,2016-04-14,13,1,5,0,1,20
926,2016-04-15,10,0,11,0,6,27
927,2016-04-16,20,0,4,0,5,29
928,2016-04-17,14,0,4,0,9,27
929,2016-04-18,10,0,9,0,33,52
930,2016-04-19,5,2,10,0,1,18
931,2016-04-20,10,1,12,1,2,26
932,2016-04-21,8,0,15,0,3,26
933,2016-04-22,10,0,13,1,0,24
934,2016-04-23,11,0,11,0,1,23
935,2016-04-24,14,0,10,0,2,26
936,2016-04-25,7,1,7,0,14,29
937,2016-04-26,11,0,11,0,5,27
938,2016-04-27,11,0,11,0,4,26
939,2016-04-28,11,1,8,0,2,22
940,2016-04-29,10,0,9,0,3,22
941,2016-04-30,17,4,9,0,2,32
942,2016-05-01,17,0,13,0,1,31
943,2016-05-02,8,0,12,0,3,23
944,2016-05-03,12,0,12,0,3,27
945,2016-05-04,13,1,12,0,4,30
946,2016-05-05,7,1,7,0,1,16
947,2016-05-06,8,2,13,0,2,25
948,2016-05-07,24,0,9,0,6,39
949,2016-05-08,15,0,12,1,5,33
950,2016-05-09,17,1,12,0,13,43
951,2016-05-10,12,1,7,1,7,28
952,2016-05-11,4,1,13,1,9,28
953,2016-05-12,11,0,11,0,3,25
954,2016-05-13,7,1,9,0,3,20
955,2016-05-14,18,0,13,0,4,35
956,2016-05-15,18,1,9,0,3,31
957,2016-05-16,10,1,8,0,11,30
958,2016-05-17,12,0,8,0,5,25
959,2016-05-18,11,0,20,1,3,35
960,2016-05-19,5,0,12,1,21,39
961,2016-05-20,9,2,13,0,2,26
962,2016-05-21,23,0,4,0,21,48
963,2016-05-22,27,2,3,0,8,40
964,2016-05-23,13,0,15,0,13,41
965,2016-05-24,19,0,13,0,3,35
966,2016-05-25,12,1,6,2,7,28
967,2016-05-26,14,3,9,1,8,35
968,2016-05-27,11,0,8,0,14,33
969,2016-05-28,16,0,15,0,3,34
970,2016-05-29,20,0,5,0,1,26
971,2016-05-30,18,0,2,0,13,33
972,2016-05-31,11,1,7,0,12,31
973,2016-06-01,3,0,9,0,9,21
974,2016-06-02,11,1,18,1,5,36
975,2016-06-03,14,0,5,1,9,29
976,2016-06-04,21,1,6,2,10,40
977,2016-06-05,22,1,8,0,2,33
978,2016-06-06,21,0,6,1,2,30
979,2016-06-07,8,2,8,0,6,24
980,2016-06-08,3,0,6,0,7,16
981,2016-06-09,16,0,8,0,8,32
982,2016-06-10,20,1,10,0,9,40
983,2016-06-11,27,4,4,0,2,37
984,2016-06-12,18,0,3,0,1,22
985,2016-06-13,10,2,2,0,3,17
986,2016-06-14,16,0,6,0,2,24
987,2016-06-15,8,0,4,0,0,12
988,2016-06-16,17,2,4,0,2,25
989,2016-06-17,10,0,4,0,8,22
990,2016-06-18,25,0,8,0,5,38
991,2016-06-19,26,1,4,0,2,33
992,2016-06-20,23,0,8,0,6,37
993,2016-06-21,11,0,10,0,14,35
994,2016-06-22,14,3,14,0,1,32
995,2016-06-23,6,0,8,0,4,18
996,2016-06-24,8,0,6,0,4,18
997,2016-06-25,17,0,7,0,5,29
998,2016-06-26,21,0,8,0,9,38
999,2016-06-27,9,1,7,0,2,19
1000,2016-06-28,15,1,8,0,8,32
1001,2016-06-29,10,0,12,0,6,28
1002,2016-06-30,13,0,3,0,6,22
1003,2016-07-01,5,0,8,0,4,17
1004,2016-07-02,7,0,5,0,1,13
1005,2016-07-03,15,1,5,0,2,23
1006,2016-07-04,10,0,7,0,9,26
1007,2016-07-05,17,0,8,0,16,41
1008,2016-07-06,12,1,7,0,7,27
1009,2016-07-07,17,0,6,0,3,26
1010,2016-07-08,3,1,5,0,3,12
1011,2016-07-09,21,0,8,0,3,32
1012,2016-07-10,12,1,9,0,2,24
1013,2016-07-11,9,1,8,0,5,23
1014,2016-07-12,15,2,5,0,6,28
1015,2016-07-13,13,0,7,0,6,26
1016,2016-07-14,12,0,7,0,4,23
1017,2016-07-15,3,0,11,0,6,20
1018,2016-07-16,16,0,8,0,4,28
1019,2016-07-17,13,0,2,0,9,24
1020,2016-07-18,11,1,2,0,12,26
1021,2016-07-19,9,0,4,0,10,23
1022,2016-07-20,12,1,9,0,2,24
1023,2016-07-21,29,1,8,0,1,39
1024,2016-07-22,31,1,7,0,0,39
1025,2016-07-23,31,0,5,0,0,36
1026,2016-07-24,42,0,6,0,2,50
1027,2016-07-25,19,0,8,0,6,33
1028,2016-07-26,17,0,10,0,2,29
1029,2016-07-27,14,0,8,0,2,24
1030,2016-07-28,12,0,5,1,5,23
1031,2016-07-29,7,0,11,0,6,24
1032,2016-07-30,18,1,5,0,3,27
1033,2016-07-31,29,0,4,0,2,35
1034,2016-08-01,19,0,6,0,4,29
1035,2016-08-02,12,0,2,1,1,16
1036,2016-08-03,17,1,6,0,2,26
1037,2016-08-04,9,0,8,0,3,20
1038,2016-08-05,6,0,8,1,1,16
1039,2016-08-06,8,1,4,0,2,15
1040,2016-08-07,16,1,10,0,1,28
1041,2016-08-08,14,1,12,0,1,28
1042,2016-08-09,11,0,9,0,7,27
1043,2016-08-10,12,0,7,0,2,21
1044,2016-08-11,9,0,1,0,5,15
1045,2016-08-12,10,0,3,0,6,19
1046,2016-08-13,9,0,4,1,4,18
1047,2016-08-14,7,1,6,0,2,16
1048,2016-08-15,12,0,6,0,2,20
1049,2016-08-16,17,1,10,0,6,34
1050,2016-08-17,14,0,10,0,15,39
1051,2016-08-18,20,1,6,0,2,29
1052,2016-08-19,20,0,10,0,4,34
1053,2016-08-20,18,0,5,1,2,26
1054,2016-08-21,16,0,11,0,0,27
1055,2016-08-22,10,0,10,0,10,30
1056,2016-08-23,10,0,5,0,5,20
1057,2016-08-24,22,0,4,0,3,29
1058,2016-08-25,8,0,7,0,16,31
1059,2016-08-26,7,0,9,0,13,29
1060,2016-08-27,21,0,5,0,3,29
1061,2016-08-28,18,1,8,0,4,31
1062,2016-08-29,12,1,9,0,2,24
1063,2016-08-30,11,0,6,0,3,20
1064,2016-08-31,6,0,2,0,2,10
1065,2016-09-01,15,1,6,0,4,26
1066,2016-09-02,13,0,12,0,1,26
1067,2016-09-03,19,0,5,0,1,25
1068,2016-09-04,39,0,5,1,3,48
1069,2016-09-05,12,0,7,0,3,22
1070,2016-09-06,11,0,15,0,5,31
1071,2016-09-07,13,0,7,0,1,21
1072,2016-09-08,16,1,15,0,4,36
1073,2016-09-09,11,0,10,0,11,32
1074,2016-09-10,16,0,7,0,1,24
1075,2016-09-11,20,1,6,0,3,30
1076,2016-09-12,15,0,9,0,13,37
1077,2016-09-13,11,1,12,0,8,32
1078,2016-09-14,9,3,4,0,2,18
1079,2016-09-15,7,0,4,0,6,17
1080,2016-09-16,7,0,9,1,1,18
1081,2016-09-17,15,0,5,0,5,25
1082,2016-09-18,13,0,4,0,4,21
1083,2016-09-19,10,0,13,0,2,25
1084,2016-09-20,12,1,5,1,7,26
1085,2016-09-21,18,1,8,0,7,34
1086,2016-09-22,14,0,6,0,7,27
1087,2016-09-23,12,3,7,0,7,29
1088,2016-09-24,22,0,8,0,8,38
1089,2016-09-25,17,0,7,0,3,27
1090,2016-09-26,10,0,11,0,10,31
1091,2016-09-27,2,0,6,0,6,14
1092,2016-09-28,10,0,13,0,3,26
1093,2016-09-29,7,0,3,0,13,23
1094,2016-09-30,14,0,8,0,4,26
1095,2016-10-01,26,0,10,0,5,41
1096,2016-10-02,11,0,8,0,3,22
1097,2016-10-03,12,0,15,0,6,33
1098,2016-10-04,11,2,9,1,1,24
1099,2016-10-05,15,0,8,0,2,25
1100,2016-10-06,18,0,1,0,4,23
1101,2016-10-07,25,0,4,0,1,30
1102,2016-10-08,20,0,5,0,4,29
1103,2016-10-09,22,1,9,0,2,34
1104,2016-10-10,10,0,11,0,5,26
1105,2016-10-11,7,0,8,1,2,18
1106,2016-10-12,11,0,6,0,1,18
1107,2016-10-13,4,0,8,0,5,17
1108,2016-10-14,11,0,10,0,2,23
1109,2016-10-15,14,1,9,0,2,26
1110,2016-10-16,20,0,4,0,2,26
1111,2016-10-17,8,0,12,1,7,28
1112,2016-10-18,10,2,11,0,12,35
1113,2016-10-19,10,0,3,0,10,23
1114,2016-10-20,11,1,10,0,9,31
1115,2016-10-21,7,2,6,0,3,18
1116,2016-10-22,9,0,6,2,3,20
1117,2016-10-23,20,0,4,0,7,31
1118,2016-10-24,7,0,9,0,11,27
1119,2016-10-25,8,1,8,1,3,21
1120,2016-10-26,11,1,5,0,6,23
1121,2016-10-27,8,0,3,0,6,17
1122,2016-10-28,7,0,5,1,6,19
1123,2016-10-29,13,0,4,0,3,20
1124,2016-10-30,11,0,2,0,3,16
1125,2016-10-31,12,0,6,0,4,22
1126,2016-11-01,9,2,8,0,2,21
1127,2016-11-02,9,0,7,1,6,23
1128,2016-11-03,8,0,9,0,4,21
1129,2016-11-04,20,1,8,0,14,43
1130,2016-11-05,16,0,8,0,2,26
1131,2016-11-06,16,0,12,0,6,34
1132,2016-11-07,13,0,5,0,5,23
1133,2016-11-08,12,0,5,0,8,25
1134,2016-11-09,3,0,11,0,0,14
1135,2016-11-10,10,1,6,0,6,23
1136,2016-11-11,7,2,11,0,10,30
1137,2016-11-12,18,0,12,0,2,32
1138,2016-11-13,18,0,15,0,3,36
1139,2016-11-14,10,1,12,0,13,36
1140,2016-11-15,6,0,9,0,11,26
1141,2016-11-16,6,0,6,0,1,13
1142,2016-11-17,5,0,16,0,2,23
1143,2016-11-18,15,0,18,0,1,34
1144,2016-11-19,15,0,12,0,6,33
1145,2016-11-20,13,0,11,1,2,27
1146,2016-11-21,11,0,11,0,2,24
1147,2016-11-22,10,1,9,0,5,25
1148,2016-11-23,7,0,4,1,6,18
1149,2016-11-24,0,0,2,0,0,2
1150,2016-11-25,32,0,7,0,5,44
1151,2016-11-26,36,0,16,0,12,64
1152,2016-11-27,27,2,6,0,0,35
1153,2016-11-28,19,1,10,0,6,36
1154,2016-11-29,14,2,11,0,8,35
1155,2016-11-30,9,1,6,0,7,23
1156,2016-12-01,7,0,7,0,0,14
1157,2016-12-02,7,0,3,0,2,12
1158,2016-12-03,6,0,8,0,6,20
1159,2016-12-04,15,0,8,0,4,27
1160,2016-12-05,7,1,7,0,5,20
1161,2016-12-06,6,2,10,0,3,21
1162,2016-12-07,18,1,16,0,3,38
1163,2016-12-08,14,1,13,0,2,30
1164,2016-12-09,8,0,12,0,6,26
1165,2016-12-10,22,0,8,1,8,39
1166,2016-12-11,18,0,9,0,6,33
1167,2016-12-12,10,1,8,0,18,37
1168,2016-12-13,20,0,7,0,1,28
1169,2016-12-14,11,1,7,0,4,23
1170,2016-12-15,14,1,6,0,1,22
1171,2016-12-16,10,1,6,0,1,18
1172,2016-12-17,18,0,6,1,3,28
1173,2016-12-18,21,0,5,0,7,33
1174,2016-12-19,8,2,9,0,0,19
1175,2016-12-20,21,0,7,1,6,35
1176,2016-12-21,16,0,3,0,1,20
1177,2016-12-22,13,1,0,0,13,27
1178,2016-12-23,12,0,8,0,6,26
1179,2016-12-24,21,0,4,0,0,25
1180,2016-12-25,1,0,0,0,0,1
1181,2016-12-26,14,0,6,0,3,23
1182,2016-12-27,15,0,16,0,2,33
1183,2016-12-28,10,2,7,0,5,24
1184,2016-12-29,9,0,26,0,8,43
1185,2016-12-30,25,0,4,1,9,39
1186,2016-12-31,25,0,9,0,3,37
1187,2017-01-01,2,0,7,1,0,10
1188,2017-01-02,24,0,16,0,1,41
1189,2017-01-03,15,0,11,0,3,29
1190,2017-01-04,0,0,2,0,0,2
1191,2017-01-05,9,1,9,0,10,29
1192,2017-01-06,17,0,14,0,3,34
1193,2017-01-07,17,0,13,0,3,33
1194,2017-01-08,17,0,6,0,4,27
1195,2017-01-09,10,1,9,0,2,22
1196,2017-01-10,15,0,9,0,6,30
1197,2017-01-11,7,0,5,1,2,15
1198,2017-01-12,15,0,9,0,9,33
1199,2017-01-13,13,0,10,0,3,26
1200,2017-01-14,16,0,5,3,7,31
1201,2017-01-15,13,0,12,0,11,36
1202,2017-01-16,12,2,16,0,6,36
1203,2017-01-17,9,0,5,0,4,18
1204,2017-01-18,13,1,5,0,17,36
1205,2017-01-19,8,0,8,0,6,22
1206,2017-01-20,9,0,6,0,3,18
1207,2017-01-21,5,0,6,0,1,12
1208,2017-01-22,19,0,8,0,4,31
1209,2017-01-23,15,1,12,0,5,33
1210,2017-01-24,18,0,6,0,5,29
1211,2017-01-25,9,0,11,0,2,22
1212,2017-01-26,12,0,13,0,5,30
1213,2017-01-27,8,0,5,0,4,17
1214,2017-01-28,44,0,7,0,1,52
1215,2017-01-29,50,0,4,1,2,57
1216,2017-01-30,11,1,1,0,10,23
1217,2017-01-31,19,0,3,0,2,24
1218,2017-02-01,10,0,4,0,2,16
1219,2017-02-02,12,0,11,0,2,25
1220,2017-02-03,17,1,13,0,7,38
1221,2017-02-04,16,0,10,0,4,30
1222,2017-02-05,18,0,6,0,4,28
1223,2017-02-06,12,1,13,0,9,35
1224,2017-02-07,7,0,5,0,8,20
1225,2017-02-08,13,0,12,0,6,31
1226,2017-02-09,10,0,5,0,16,31
1227,2017-02-10,29,0,15,0,4,48
1228,2017-02-11,55,1,9,0,3,68
1229,2017-02-12,51,0,3,0,0,54
1230,2017-02-13,13,0,7,1,11,32
1231,2017-02-14,21,0,12,0,14,47
1232,2017-02-15,8,0,7,1,2,18
1233,2017-02-16,8,0,8,1,4,21
1234,2017-02-17,8,0,16,0,8,32
1235,2017-02-18,10,0,8,0,0,18
1236,2017-02-19,15,1,8,0,2,26
1237,2017-02-20,15,1,9,0,7,32
1238,2017-02-21,17,0,12,0,9,38
1239,2017-02-22,13,2,8,0,1,24
1240,2017-02-23,10,0,7,1,11,29
1241,2017-02-24,15,0,9,0,4,28
1242,2017-02-25,13,1,11,0,8,33
1243,2017-02-26,24,0,12,0,1,37
1244,2017-02-27,10,0,2,0,13,25
1245,2017-02-28,13,0,3,0,7,23
1246,2017-03-01,14,0,8,0,5,27
1247,2017-03-02,16,0,13,0,6,35
1248,2017-03-03,13,0,9,0,4,26
1249,2017-03-04,15,1,13,0,1,30
1250,2017-03-05,9,0,7,0,3,19
1251,2017-03-06,8,0,14,0,7,29
1252,2017-03-07,4,0,17,0,1,22
1253,2017-03-08,10,0,13,0,6,29
1254,2017-03-09,7,0,11,0,3,21
1255,2017-03-10,5,0,6,0,10,21
1256,2017-03-11,8,0,11,0,1,20
1257,2017-03-12,9,0,7,0,3,19
1258,2017-03-13,13,0,8,1,18,40
1259,2017-03-14,8,0,9,0,10,27
1260,2017-03-15,14,0,12,0,4,30
1261,2017-03-16,7,0,14,0,7,28
1262,2017-03-17,8,0,11,0,11,30
1263,2017-03-18,12,0,9,2,4,27
1264,2017-03-19,22,0,6,0,4,32
1265,2017-03-20,13,1,6,0,5,25
1266,2017-03-21,12,0,7,0,6,25
1267,2017-03-22,5,0,6,0,3,14
1268,2017-03-23,8,0,14,0,1,23
1269,2017-03-24,6,0,4,0,16,26
1270,2017-03-25,11,0,9,0,1,21
1271,2017-03-26,16,1,8,1,1,27
1272,2017-03-27,9,0,9,0,10,28
1273,2017-03-28,12,0,11,0,19,42
1274,2017-03-29,7,0,12,0,4,23
1275,2017-03-30,11,0,7,0,7,25
1276,2017-03-31,9,0,10,0,1,20
1277,2017-04-01,13,0,7,0,3,23
1278,2017-04-02,10,1,9,0,0,20
1279,2017-04-03,16,0,5,0,10,31
1280,2017-04-04,18,0,8,0,10,36
1281,2017-04-05,8,0,13,0,3,24
1282,2017-04-06,1,0,2,0,2,5
1283,2017-04-07,11,0,6,0,4,21
1284,2017-04-08,20,0,5,0,4,29
1285,2017-04-09,22,0,4,0,2,28
1286,2017-04-10,7,0,14,0,10,31
1287,2017-04-11,15,0,9,0,14,38
1288,2017-04-12,17,3,10,0,4,34
1289,2017-04-13,21,0,9,0,2,32
1290,2017-04-14,20,1,6,0,9,36
1291,2017-04-15,31,0,10,0,1,42
1292,2017-04-16,18,1,6,0,3,28
1293,2017-04-17,14,0,6,0,8,28
1294,2017-04-18,8,0,6,0,10,24
1295,2017-04-19,10,0,7,0,9,26
1296,2017-04-20,3,0,6,0,4,13
1297,2017-04-21,6,0,7,0,2,15
1298,2017-04-22,13,0,12,0,3,28
1299,2017-04-23,11,0,7,0,6,24
1300,2017-04-24,5,0,10,0,6,21
1301,2017-04-25,7,0,9,0,4,20
1302,2017-04-26,13,0,9,0,11,33
1303,2017-04-27,9,1,6,0,7,23
1304,2017-04-28,11,0,16,0,15,42
1305,2017-04-29,2,0,3,1,1,7
1306,2017-04-30,10,0,11,0,3,24
1307,2017-05-01,7,2,7,1,4,21
1308,2017-05-02,10,0,8,0,7,25
