,DateTime,Adopt,Euth,RTO,Unintended,Other,TotalOutcomes
1309,2017-05-03,21,0,8,0,16,45
1310,2017-05-04,6,1,8,0,6,21
1311,2017-05-05,8,0,9,0,8,25
1312,2017-05-06,22,0,7,0,3,32
1313,2017-05-07,16,0,3,1,2,22
1314,2017-05-08,21,0,8,0,1,30
1315,2017-05-09,23,0,17,0,5,45
1316,2017-05-10,12,0,5,0,6,23
1317,2017-05-11,12,0,13,0,2,27
1318,2017-05-12,7,1,9,0,2,19
1319,2017-05-13,11,0,9,0,0,20
1320,2017-05-14,11,0,9,0,10,30
1321,2017-05-15,5,0,6,0,12,23
1322,2017-05-16,9,0,10,0,2,21
1323,2017-05-17,10,1,8,0,8,27
1324,2017-05-18,4,0,6,1,5,16
1325,2017-05-19,15,0,8,0,21,44
1326,2017-05-20,16,0,4,1,2,23
1327,2017-05-21,12,1,5,0,2,20
1328,2017-05-22,9,1,9,0,7,26
1329,2017-05-23,12,1,4,0,4,21
1330,2017-05-24,10,1,9,0,13,33
1331,2017-05-25,9,0,13,0,7,29
1332,2017-05-26,18,0,10,0,16,44
1333,2017-05-27,35,0,7,0,0,42
1334,2017-05-28,33,0,11,1,4,49
1335,2017-05-29,39,0,7,0,2,48
1336,2017-05-30,14,0,11,0,10,35
1337,2017-05-31,10,0,9,0,13,32
1338,2017-06-01,7,0,8,1,2,18
1339,2017-06-02,5,1,7,0,9,22
1340,2017-06-03,10,0,6,0,6,22
1341,2017-06-04,14,1,12,0,1,28
1342,2017-06-05,8,0,9,0,4,21
1343,2017-06-06,21,0,9,0,6,36
1344,2017-06-07,9,0,8,0,2,19
1345,2017-06-08,7,0,10,0,4,21
1346,2017-06-09,19,0,8,0,5,32
1347,2017-06-10,21,0,5,0,0,26
1348,2017-06-11,13,1,6,1,1,22
1349,2017-06-12,20,0,9,0,2,31
1350,2017-06-13,12,0,7,0,8,27
1351,2017-06-14,6,0,6,0,1,13
1352,2017-06-15,7,2,4,0,1,14
1353,2017-06-16,12,0,7,0,4,23
1354,2017-06-17,9,0,17,0,2,28
1355,2017-06-18,17,1,3,0,1,22
1356,2017-06-19,5,1,13,0,15,34
1357,2017-06-20,12,0,10,0,12,34
1358,2017-06-21,9,0,13,0,1,23
1359,2017-06-22,12,0,4,0,7,23
1360,2017-06-23,14,0,10,0,11,35
1361,2017-06-24,21,0,5,1,4,31
1362,2017-06-25,14,0,8,1,2,25
1363,2017-06-26,13,0,3,0,12,28
1364,2017-06-27,15,4,14,0,10,43
1365,2017-06-28,3,0,12,0,4,19
1366,2017-06-29,14,1,5,0,1,21
1367,2017-06-30,8,0,9,0,3,20
1368,2017-07-01,10,0,4,0,5,19
1369,2017-07-02,19,0,14,0,4,37
1370,2017-07-03,12,0,10,1,20,43
1371,2017-07-04,13,1,5,0,13,32
1372,2017-07-05,11,2,10,0,1,24
1373,2017-07-06,12,0,15,1,9,37
1374,2017-07-07,13,0,7,0,9,29
1375,2017-07-08,14,0,9,0,1,24
1376,2017-07-09,4,0,3,0,1,8
1377,2017-07-10,16,1,11,0,5,33
1378,2017-07-11,10,0,4,0,22,36
1379,2017-07-12,17,0,6,0,9,32
1380,2017-07-13,16,0,9,0,9,34
1381,2017-07-14,14,0,8,0,7,29
1382,2017-07-15,15,1,6,0,1,23
1383,2017-07-16,11,0,4,0,1,16
1384,2017-07-17,6,1,10,0,16,33
1385,2017-07-18,19,0,8,0,9,36
1386,2017-07-19,3,1,6,0,4,14
1387,2017-07-20,8,0,5,0,4,17
1388,2017-07-21,14,0,8,0,8,30
1389,2017-07-22,11,1,5,0,6,23
1390,2017-07-23,15,1,6,0,0,22
1391,2017-07-24,14,1,10,1,4,30
1392,2017-07-25,16,1,8,0,11,36
1393,2017-07-26,11,0,5,0,3,19
1394,2017-07-27,7,0,6,0,0,13
1395,2017-07-28,13,0,7,0,6,26
1396,2017-07-29,33,0,7,0,2,42
1397,2017-07-30,18,0,4,0,5,27
1398,2017-07-31,17,0,6,0,0,23
1399,2017-08-01,12,0,10,0,13,35
1400,2017-08-02,11,1,11,0,4,27
1401,2017-08-03,10,0,10,0,3,23
1402,2017-08-04,8,0,13,0,10,31
1403,2017-08-05,13,0,5,0,5,23
1404,2017-08-06,10,0,8,0,3,21
1405,2017-08-07,12,0,5,0,12,29
1406,2017-08-08,9,0,6,0,16,31
1407,2017-08-09,5,0,4,0,1,10
1408,2017-08-10,11,0,6,0,7,24
1409,2017-08-11,8,0,5,0,6,19
1410,2017-08-12,13,0,9,0,4,26
1411,2017-08-13,10,0,9,0,2,21
1412,2017-08-14,11,0,6,0,9,26
1413,2017-08-15,12,0,5,0,12,29
1414,2017-08-16,13,1,1,0,6,21
1415,2017-08-17,15,0,15,1,16,47
1416,2017-08-18,10,1,8,0,3,22
1417,2017-08-19,79,0,1,0,1,81
1418,2017-08-20,9,1,3,0,2,15
1419,2017-08-21,9,0,8,0,2,19
1420,2017-08-22,7,0,5,0,15,27
1421,2017-08-23,18,1,5,0,5,29
1422,2017-08-24,14,0,6,0,7,27
1423,2017-08-25,9,0,6,0,4,19
1424,2017-08-26,12,0,10,0,2,24
1425,2017-08-27,8,0,7,0,4,19
1426,2017-08-28,16,0,8,0,4,28
1427,2017-08-29,11,0,10,0,1,22
1428,2017-08-30,9,0,15,0,0,24
1429,2017-08-31,13,0,11,0,3,27
1430,2017-09-01,14,0,2,0,4,20
1431,2017-09-02,21,1,8,0,1,31
1432,2017-09-03,21,0,9,0,1,31
1433,2017-09-04,18,0,17,0,14,49
1434,2017-09-05,20,0,10,0,5,35
1435,2017-09-06,12,0,12,0,4,28
1436,2017-09-07,8,0,5,0,8,21
1437,2017-09-08,6,0,12,0,1,19
1438,2017-09-09,22,0,5,0,1,28
1439,2017-09-10,15,0,8,0,1,24
1440,2017-09-11,7,0,9,0,2,18
1441,2017-09-12,18,0,5,1,5,29
1442,2017-09-13,8,0,15,0,1,24
1443,2017-09-14,3,0,8,1,7,19
1444,2017-09-15,5,3,8,0,27,43
1445,2017-09-16,27,0,11,0,3,41
1446,2017-09-17,15,0,7,0,9,31
1447,2017-09-18,5,0,5,0,8,18
1448,2017-09-19,12,0,12,0,8,32
1449,2017-09-20,11,0,5,0,6,22
1450,2017-09-21,6,0,5,0,18,29
1451,2017-09-22,6,0,9,0,8,23
1452,2017-09-23,8,2,6,1,0,17
1453,2017-09-24,15,1,12,0,5,33
1454,2017-09-25,8,0,10,0,1,19
1455,2017-09-26,9,0,5,0,13,27
1456,2017-09-27,7,1,11,1,8,28
1457,2017-09-28,6,1,6,0,12,25
1458,2017-09-29,19,1,10,0,17,47
1459,2017-09-30,15,1,6,0,0,22
1460,2017-10-01,15,1,6,0,0,22
1461,2017-10-02,15,1,15,0,10,41
1462,2017-10-03,8,0,10,0,70,88
1463,2017-10-04,11,1,16,0,29,57
1464,2017-10-05,11,0,5,0,12,28
1465,2017-10-06,12,0,10,0,12,34
1466,2017-10-07,21,1,4,0,0,26
1467,2017-10-08,27,0,7,0,2,36
1468,2017-10-09,14,0,3,0,18,35
1469,2017-10-10,12,1,9,0,4,26
1470,2017-10-11,11,1,6,1,5,24
1471,2017-10-12,12,0,8,1,3,24
1472,2017-10-13,12,3,7,0,3,25
1473,2017-10-14,9,0,12,0,4,25
1474,2017-10-15,14,0,19,0,1,34
1475,2017-10-16,11,0,8,0,12,31
1476,2017-10-17,16,0,12,0,18,46
1477,2017-10-18,10,0,8,0,1,19
1478,2017-10-19,13,0,5,0,3,21
1479,2017-10-20,9,0,7,0,7,23
1480,2017-10-21,13,0,4,0,1,18
1481,2017-10-22,12,0,10,0,1,23
1482,2017-10-23,9,0,15,0,8,32
1483,2017-10-24,9,0,11,0,4,24
1484,2017-10-25,1,0,7,0,12,20
1485,2017-10-26,14,0,2,0,8,24
1486,2017-10-27,12,0,4,0,5,21
1487,2017-10-28,29,0,11,0,2,42
1488,2017-10-29,23,1,1,0,2,27
1489,2017-10-30,24,1,6,0,6,37
1490,2017-10-31,12,0,4,0,5,21
1491,2017-11-01,20,0,9,0,3,32
1492,2017-11-02,6,0,15,0,2,23
1493,2017-11-03,6,1,4,0,12,23
1494,2017-11-04,9,0,8,0,0,17
1495,2017-11-05,6,0,10,0,1,17
1496,2017-11-06,10,0,13,0,4,27
1497,2017-11-07,9,0,12,0,1,22
1498,2017-11-08,11,0,5,0,13,29
1499,2017-11-09,8,0,9,0,8,25
1500,2017-11-10,9,0,3,0,5,17
1501,2017-11-11,6,0,5,0,5,16
1502,2017-11-12,12,0,9,0,1,22
1503,2017-11-13,13,1,14,0,1,29
1504,2017-11-14,8,0,8,0,9,25
1505,2017-11-15,8,0,9,0,4,21
1506,2017-11-16,10,0,10,0,9,29
1507,2017-11-17,9,0,4,0,20,33
1508,2017-11-18,19,0,6,0,3,28
1509,2017-11-19,10,0,8,0,3,21
1510,2017-11-20,7,0,6,0,8,21
1511,2017-11-21,11,1,10,0,5,27
1512,2017-11-22,8,1,0,0,7,16
1513,2017-11-23,1,1,5,0,0,7
1514,2017-11-24,16,0,6,0,0,22
1515,2017-11-25,15,0,5,0,1,21
1516,2017-11-26,26,0,10,0,9,45
1517,2017-11-27,14,0,7,0,1,22
1518,2017-11-28,11,0,5,0,10,26
1519,2017-11-29,4,1,7,0,6,18
1520,2017-11-30,7,0,7,0,6,20
1521,2017-12-01,11,0,7,0,15,33
1522,2017-12-02,9,0,12,0,1,22
1523,2017-12-03,11,0,5,0,2,18
1524,2017-12-04,5,0,4,0,3,12
1525,2017-12-05,2,1,11,0,2,16
1526,2017-12-06,4,0,8,0,4,16
1527,2017-12-07,6,0,7,0,4,17
1528,2017-12-08,8,0,7,0,8,23
1529,2017-12-09,24,0,11,0,12,47
1530,2017-12-10,16,0,8,0,1,25
1531,2017-12-11,21,0,5,0,3,29
1532,2017-12-12,14,0,9,0,6,29
1533,2017-12-13,9,0,10,0,8,27
1534,2017-12-14,9,0,5,0,5,19
1535,2017-12-15,12,1,12,0,4,29
1536,2017-12-16,7,0,5,0,1,13
1537,2017-12-17,16,0,7,0,0,23
1538,2017-12-18,10,1,11,0,8,30
1539,2017-12-19,8,0,7,0,0,15
1540,2017-12-20,13,0,9,0,4,26
1541,2017-12-21,15,0,7,0,16,38
1542,2017-12-22,19,0,4,0,4,27
1543,2017-12-23,18,0,10,0,8,36
1544,2017-12-24,7,1,9,0,1,18
1545,2017-12-25,0,0,2,0,0,2
1546,2017-12-26,15,0,16,0,10,41
1547,2017-12-27,16,0,10,0,2,28
1548,2017-12-28,10,1,8,0,4,23
1549,2017-12-29,16,2,6,1,2,27
1550,2017-12-30,13,0,7,0,0,20
1551,2017-12-31,22,0,6,0,4,32
1552,2018-01-01,0,0,2,0,0,2
1553,2018-01-02,6,0,10,0,3,19
1554,2018-01-03,16,0,2,0,4,22
1555,2018-01-04,19,1,15,0,4,39
1556,2018-01-05,11,0,7,0,4,22
1557,2018-01-06,12,0,7,0,0,19
1558,2018-01-07,15,0,6,0,3,24
1559,2018-01-08,14,2,11,1,1,29
1560,2018-01-09,8,1,3,0,1,13
1561,2018-01-10,12,0,9,0,6,27
1562,2018-01-11,8,0,5,0,6,19
1563,2018-01-12,14,0,9,0,4,27
1564,2018-01-13,18,0,4,0,4,26
1565,2018-01-14,34,0,8,0,8,50
1566,2018-01-15,15,1,3,0,5,24
1567,2018-01-16,0,0,5,0,0,5
1568,2018-01-17,14,0,6,0,7,27
1569,2018-01-18,13,0,7,1,9,30
1570,2018-01-19,7,0,11,0,4,22
1571,2018-01-20,14,0,15,0,0,29
1572,2018-01-21,15,0,10,0,0,25
1573,2018-01-22,13,0,14,0,5,32
1574,2018-01-23,9,0,6,0,3,18
1575,2018-01-24,8,0,15,0,13,36
1576,2018-01-25,14,0,8,0,11,33
1577,2018-01-26,9,0,8,0,2,19
1578,2018-01-27,18,0,4,0,1,23
1579,2018-01-28,17,0,8,0,1,26
1580,2018-01-29,17,1,5,0,9,32
1581,2018-01-30,5,0,6,0,12,23
1582,2018-01-31,8,0,14,0,5,27
1583,2018-02-01,17,1,8,0,2,28
1584,2018-02-02,15,1,7,0,4,27
1585,2018-02-03,23,1,7,1,3,35
1586,2018-02-04,18,0,4,0,2,24
1587,2018-02-05,10,0,6,1,3,20
1588,2018-02-06,9,0,7,0,9,25
1589,2018-02-07,7,0,15,0,0,22
1590,2018-02-08,6,1,9,0,13,29
1591,2018-02-09,16,0,8,0,5,29
1592,2018-02-10,16,0,6,0,2,24
1593,2018-02-11,13,1,15,0,0,29
1594,2018-02-12,10,1,9,0,12,32
1595,2018-02-13,15,0,14,0,3,32
1596,2018-02-14,8,0,5,0,6,19
1597,2018-02-15,11,0,4,0,9,24
1598,2018-02-16,12,1,7,0,8,28
1599,2018-02-17,10,0,7,0,3,20
1600,2018-02-18,15,0,6,0,1,22
1601,2018-02-19,16,0,8,0,6,30
1602,2018-02-20,14,0,5,0,14,33
1603,2018-02-21,8,1,6,0,5,20
1604,2018-02-22,6,5,3,0,1,15
1605,2018-02-23,13,0,5,0,4,22
1606,2018-02-24,14,0,7,0,2,23
1607,2018-02-25,13,2,9,0,1,25
1608,2018-02-26,9,0,4,0,1,14
1609,2018-02-27,9,0,4,0,11,24
1610,2018-02-28,18,0,9,0,13,40
1611,2018-03-01,14,1,8,0,5,28
1612,2018-03-02,14,0,5,0,5,24
1613,2018-03-03,15,0,8,0,12,35
1614,2018-03-04,26,0,7,0,1,34
1615,2018-03-05,13,0,11,0,1,25
1616,2018-03-06,9,0,11,0,10,30
1617,2018-03-07,0,0,7,0,0,7
1618,2018-03-08,12,2,7,1,2,24
1619,2018-03-09,7,0,9,0,7,23
1620,2018-03-10,50,0,6,0,0,56
1621,2018-03-11,31,0,7,0,1,39
1622,2018-03-12,18,0,9,0,1,28
1623,2018-03-13,8,0,7,0,5,20
1624,2018-03-14,9,0,10,0,0,19
1625,2018-03-15,7,0,11,1,5,24
1626,2018-03-16,17,0,6,0,2,25
1627,2018-03-17,42,0,8,0,0,50
1628,2018-03-18,22,0,3,0,0,25
1629,2018-03-19,9,2,5,0,3,19
1630,2018-03-20,8,0,9,0,3,20
1631,2018-03-21,8,0,10,0,13,31
1632,2018-03-22,6,1,9,0,7,23
1633,2018-03-23,7,1,9,0,2,19
1634,2018-03-24,10,0,9,1,3,23
1635,2018-03-25,22,0,4,0,0,26
1636,2018-03-26,8,0,9,0,2,19
1637,2018-03-27,11,0,10,0,4,25
1638,2018-03-28,13,0,8,0,4,25
1639,2018-03-29,16,1,14,0,2,33
1640,2018-03-30,22,1,9,0,13,45
1641,2018-03-31,13,1,10,0,2,26
1642,2018-04-01,18,1,3,0,8,30
1643,2018-04-02,6,0,6,0,10,22
1644,2018-04-03,11,0,11,0,11,33
1645,2018-04-04,15,0,5,0,13,33
1646,2018-04-05,16,1,15,0,6,38
1647,2018-04-06,20,0,6,0,12,38
1648,2018-04-07,10,0,6,0,4,20
1649,2018-04-08,17,0,7,0,4,28
1650,2018-04-09,6,0,3,0,1,10
1651,2018-04-10,17,0,9,0,7,33
1652,2018-04-11,12,0,9,0,3,24
1653,2018-04-12,2,0,12,0,6,20
1654,2018-04-13,12,1,10,0,3,26
1655,2018-04-14,16,0,10,0,6,32
1656,2018-04-15,14,0,11,0,1,26
1657,2018-04-16,14,0,8,0,13,35
1658,2018-04-17,10,0,13,0,7,30
1659,2018-04-18,3,0,10,0,7,20
1660,2018-04-19,8,2,6,0,0,16
1661,2018-04-20,12,1,7,0,7,27
1662,2018-04-21,19,0,7,0,3,29
1663,2018-04-22,17,0,1,0,1,19
1664,2018-04-23,6,0,8,0,2,16
1665,2018-04-24,8,0,9,0,5,22
1666,2018-04-25,14,0,14,0,8,36
1667,2018-04-26,13,0,11,1,3,28
1668,2018-04-27,10,0,14,0,8,32
1669,2018-04-28,10,0,4,0,3,17
1670,2018-04-29,15,0,13,0,1,29
1671,2018-04-30,15,1,13,0,7,36
1672,2018-05-01,14,0,3,0,2,19
1673,2018-05-02,12,3,4,1,8,28
1674,2018-05-03,5,0,7,0,17,29
1675,2018-05-04,16,0,8,0,3,27
1676,2018-05-05,11,0,9,0,0,20
1677,2018-05-06,34,0,8,0,0,42
1678,2018-05-07,9,0,11,0,8,28
1679,2018-05-08,7,0,7,0,14,28
1680,2018-05-09,14,0,3,0,5,22
1681,2018-05-10,16,0,10,0,6,32
1682,2018-05-11,10,0,10,0,5,25
1683,2018-05-12,10,0,10,0,15,35
1684,2018-05-13,16,0,7,0,2,25
1685,2018-05-14,11,1,2,0,7,21
1686,2018-05-15,9,0,4,0,2,15
1687,2018-05-16,15,1,10,0,10,36
1688,2018-05-17,9,0,4,0,1,14
1689,2018-05-18,8,0,6,0,1,15
1690,2018-05-19,15,0,6,0,3,24
1691,2018-05-20,11,0,3,0,5,19
1692,2018-05-21,10,0,9,0,14,33
1693,2018-05-22,14,0,8,0,16,38
1694,2018-05-23,4,0,9,0,2,15
1695,2018-05-24,5,0,9,1,8,23
1696,2018-05-25,11,1,4,1,10,27
1697,2018-05-26,17,0,10,0,2,29
1698,2018-05-27,27,1,11,0,1,40
1699,2018-05-28,36,0,6,0,6,48
1700,2018-05-29,18,0,12,1,15,46
1701,2018-05-30,18,0,7,0,0,25
1702,2018-05-31,11,0,8,0,6,25
1703,2018-06-01,12,0,4,0,5,21
1704,2018-06-02,18,1,7,0,3,29
1705,2018-06-03,20,0,9,0,1,30
1706,2018-06-04,6,0,9,0,5,20
1707,2018-06-05,16,1,6,0,4,27
1708,2018-06-06,17,0,9,0,1,27
1709,2018-06-07,8,0,5,0,15,28
1710,2018-06-08,5,1,7,1,4,18
1711,2018-06-09,17,0,3,0,3,23
1712,2018-06-10,17,0,9,0,1,27
1713,2018-06-11,21,0,10,0,3,34
1714,2018-06-12,11,0,11,0,9,31
1715,2018-06-13,7,0,6,0,7,20
1716,2018-06-14,8,0,5,0,7,20
1717,2018-06-15,11,0,2,0,16,29
1718,2018-06-16,9,0,5,0,3,17
1719,2018-06-17,7,0,9,0,1,17
1720,2018-06-18,11,0,5,0,11,27
1721,2018-06-19,10,0,9,0,7,26
1722,2018-06-20,5,0,3,0,7,15
1723,2018-06-21,6,1,3,0,5,15
1724,2018-06-22,13,0,7,0,15,35
1725,2018-06-23,25,0,6,1,2,34
1726,2018-06-24,11,2,4,0,1,18
1727,2018-06-25,19,0,5,0,5,29
1728,2018-06-26,20,0,11,0,13,44
1729,2018-06-27,22,0,9,0,5,36
1730,2018-06-28,13,0,6,0,5,24
1731,2018-06-29,15,0,7,0,5,27
1732,2018-06-30,14,0,5,0,2,21
1733,2018-07-01,23,0,5,0,0,28
1734,2018-07-02,18,0,7,1,9,35
1735,2018-07-03,13,1,6,0,1,21
1736,2018-07-04,8,0,5,0,1,14
1737,2018-07-05,10,0,7,0,20,37
1738,2018-07-06,11,0,11,2,13,37
1739,2018-07-07,17,0,11,0,1,29
1740,2018-07-08,18,1,11,1,1,32
1741,2018-07-09,15,0,10,0,7,32
1742,2018-07-10,19,0,15,0,13,47
1743,2018-07-11,8,0,13,1,4,26
1744,2018-07-12,10,0,4,1,9,24
1745,2018-07-13,14,0,7,0,9,30
1746,2018-07-14,26,1,2,0,2,31
1747,2018-07-15,9,0,14,1,4,28
1748,2018-07-16,21,0,5,1,0,27
1749,2018-07-17,13,1,4,0,7,25
1750,2018-07-18,10,0,7,0,11,28
1751,2018-07-19,6,0,8,1,9,24
1752,2018-07-20,6,0,2,0,1,9
1753,2018-07-21,16,0,5,0,5,26
1754,2018-07-22,14,0,3,0,7,24
1755,2018-07-23,11,0,9,0,6,26
1756,2018-07-24,7,0,6,0,16,29
1757,2018-07-25,7,0,9,0,3,19
1758,2018-07-26,14,0,6,0,9,29
1759,2018-07-27,9,0,5,0,10,24
1760,2018-07-28,23,0,11,0,1,35
1761,2018-07-29,27,0,4,0,0,31
1762,2018-07-30,17,0,1,0,14,32
1763,2018-07-31,10,0,2,0,6,18
1764,2018-08-01,8,0,5,0,2,15
1765,2018-08-02,6,0,9,0,12,27
1766,2018-08-03,8,0,6,0,8,22
1767,2018-08-04,13,0,6,1,0,20
1768,2018-08-05,15,0,5,0,1,21
1769,2018-08-06,12,0,11,0,13,36
1770,2018-08-07,4,0,7,0,12,23
1771,2018-08-08,15,0,2,0,10,27
1772,2018-08-09,9,0,10,0,5,24
1773,2018-08-10,12,1,6,0,5,24
1774,2018-08-11,13,0,7,0,1,21
1775,2018-08-12,36,0,5,0,16,57
1776,2018-08-13,15,0,4,0,7,26
1777,2018-08-14,16,0,12,0,28,56
1778,2018-08-15,18,0,7,0,7,32
1779,2018-08-16,11,0,6,0,6,23
1780,2018-08-17,16,0,7,2,10,35
1781,2018-08-18,66,0,4,0,1,71
1782,2018-08-19,31,0,4,0,1,36
1783,2018-08-20,16,0,2,0,3,21
1784,2018-08-21,18,0,5,0,5,28
1785,2018-08-22,17,1,13,0,2,33
1786,2018-08-23,14,0,10,0,5,29
1787,2018-08-24,21,0,6,0,4,31
1788,2018-08-25,14,0,9,0,0,23
1789,2018-08-26,11,0,9,0,7,27
1790,2018-08-27,11,0,7,0,2,20
1791,2018-08-28,14,1,1,1,1,18
1792,2018-08-29,6,0,4,0,2,12
1793,2018-08-30,5,1,8,0,1,15
1794,2018-08-31,10,0,11,0,0,21
1795,2018-09-01,12,0,9,0,4,25
1796,2018-09-02,14,0,7,1,2,24
1797,2018-09-03,24,1,11,0,5,41
1798,2018-09-04,11,1,4,0,7,23
1799,2018-09-05,8,0,12,0,7,27
1800,2018-09-06,10,1,6,0,13,30
1801,2018-09-07,7,0,13,0,5,25
1802,2018-09-08,18,0,13,0,5,36
1803,2018-09-09,13,0,14,2,1,30
1804,2018-09-10,7,0,5,0,1,13
1805,2018-09-11,12,0,8,0,20,40
1806,2018-09-12,9,1,7,0,15,32
1807,2018-09-13,11,0,11,0,14,36
1808,2018-09-14,15,1,11,0,7,34
1809,2018-09-15,16,0,6,0,1,23
1810,2018-09-16,7,0,8,0,0,15
1811,2018-09-17,22,1,9,0,2,34
1812,2018-09-18,18,0,7,0,21,46
1813,2018-09-19,17,1,3,0,2,23
1814,2018-09-20,11,0,8,0,5,24
1815,2018-09-21,14,0,10,0,10,34
1816,2018-09-22,17,0,14,0,6,37
1817,2018-09-23,10,1,8,0,2,21
1818,2018-09-24,13,0,11,0,10,34
1819,2018-09-25,11,0,11,0,13,35
1820,2018-09-26,8,0,12,1,10,31
1821,2018-09-27,8,0,4,0,3,15
1822,2018-09-28,6,0,13,0,13,32
1823,2018-09-29,14,0,7,0,5,26
1824,2018-09-30,16,0,3,0,2,21
1825,2018-10-01,10,0,9,0,10,29
1826,2018-10-02,7,0,5,0,5,17
1827,2018-10-03,5,0,10,1,4,20
1828,2018-10-04,4,0,6,1,4,15
1829,2018-10-05,25,0,6,0,2,33
1830,2018-10-06,18,0,11,0,1,30
1831,2018-10-07,24,0,6,0,1,31
1832,2018-10-08,21,0,4,0,14,39
1833,2018-10-09,17,1,4,0,11,33
1834,2018-10-10,15,0,10,0,2,27
1835,2018-10-11,7,0,9,0,5,21
1836,2018-10-12,9,0,15,0,4,28
1837,2018-10-13,15,0,12,1,5,33
1838,2018-10-14,18,0,4,0,3,25
1839,2018-10-15,16,0,11,0,7,34
1840,2018-10-16,17,0,6,0,10,33
1841,2018-10-17,17,0,6,0,7,30
1842,2018-10-18,13,1,5,0,2,21
1843,2018-10-19,13,0,5,0,8,26
1844,2018-10-20,20,0,4,0,4,28
1845,2018-10-21,7,0,9,0,6,22
1846,2018-10-22,18,0,14,0,4,36
1847,2018-10-23,22,0,14,0,2,38
1848,2018-10-24,12,0,12,0,22,46
1849,2018-10-25,8,0,10,0,4,22
1850,2018-10-26,7,0,9,0,15,31
1851,2018-10-27,16,0,3,0,13,32
1852,2018-10-28,9,0,3,0,3,15
1853,2018-10-29,10,0,4,0,5,19
1854,2018-10-30,6,0,10,0,10,26
1855,2018-10-31,7,0,9,0,4,20
1856,2018-11-01,2,0,6,0,12,20
1857,2018-11-02,6,0,12,0,8,26
1858,2018-11-03,8,0,7,0,4,19
1859,2018-11-04,6,0,11,0,8,25
1860,2018-11-05,6,0,9,0,3,18
1861,2018-11-06,5,0,5,0,7,17
1862,2018-11-07,3,0,7,1,11,22
1863,2018-11-08,6,0,6,0,5,17
1864,2018-11-09,5,0,7,0,6,18
1865,2018-11-10,7,1,10,0,2,20
1866,2018-11-11,6,0,8,0,2,16
1867,2018-11-12,1,0,15,0,9,25
1868,2018-11-13,7,0,13,0,12,32
1869,2018-11-14,1,0,8,0,14,23
1870,2018-11-15,3,0,11,0,3,17
1871,2018-11-16,6,0,9,0,7,22
1872,2018-11-17,10,0,12,0,4,26
1873,2018-11-18,2,0,6,0,1,9
1874,2018-11-19,6,0,6,0,1,13
1875,2018-11-20,2,0,5,0,11,18
1876,2018-11-21,0,0,4,0,5,9
1877,2018-11-22,0,0,3,0,0,3
1878,2018-11-23,19,0,7,0,4,30
1879,2018-11-24,9,0,14,0,2,25
1880,2018-11-25,8,1,5,0,4,18
1881,2018-11-26,8,1,7,0,15,31
1882,2018-11-27,6,0,7,0,8,21
1883,2018-11-28,6,0,10,1,4,21
1884,2018-11-29,7,0,2,0,14,23
1885,2018-11-30,13,0,3,0,3,19
1886,2018-12-01,2,0,2,0,2,6
1887,2018-12-02,7,0,10,0,2,19
1888,2018-12-03,6,0,8,0,5,19
1889,2018-12-04,17,0,9,0,14,40
1890,2018-12-05,8,0,9,0,5,22
1891,2018-12-06,17,0,5,0,15,37
1892,2018-12-07,12,1,4,0,4,21
1893,2018-12-08,14,0,7,2,0,23
1894,2018-12-09,9,0,4,0,2,15
1895,2018-12-10,15,0,12,0,2,29
1896,2018-12-11,19,0,17,0,9,45
1897,2018-12-12,19,0,8,0,6,33
1898,2018-12-13,16,0,8,0,7,31
1899,2018-12-14,31,0,14,0,17,62
1900,2018-12-15,24,0,15,0,2,41
1901,2018-12-16,26,0,12,0,14,52
1902,2018-12-17,24,0,7,0,5,36
1903,2018-12-18,21,0,5,0,2,28
1904,2018-12-19,11,0,7,1,3,22
1905,2018-12-20,25,0,11,0,0,36
1906,2018-12-21,17,0,16,0,2,35
1907,2018-12-22,18,0,8,0,1,27
1908,2018-12-23,22,0,7,0,2,31
1909,2018-12-24,12,0,8,0,3,23
1910,2018-12-25,1,0,1,0,1,3
1911,2018-12-26,19,0,3,0,5,27
1912,2018-12-27,30,0,12,0,2,44
1913,2018-12-28,19,0,4,0,10,33
1914,2018-12-29,13,1,14,1,5,34
1915,2018-12-30,21,0,5,0,1,27
1916,2018-12-31,13,0,5,0,8,26
1917,2019-01-01,1,0,4,0,0,5
1918,2019-01-02,19,0,13,0,2,34
1919,2019-01-03,20,0,9,0,7,36
1920,2019-01-04,22,0,10,0,1,33
1921,2019-01-05,18,0,10,0,3,31
1922,2019-01-06,15,0,5,1,3,24
1923,2019-01-07,21,0,9,0,6,36
1924,2019-01-08,12,1,9,0,21,43
1925,2019-01-09,14,1,11,1,3,30
1926,2019-01-10,15,0,7,0,1,23
1927,2019-01-11,26,0,11,0,2,39
1928,2019-01-12,20,0,8,0,2,30
1929,2019-01-13,17,0,7,0,9,33
1930,2019-01-14,15,0,13,0,3,31
1931,2019-01-15,13,1,7,0,8,29
1932,2019-01-16,21,0,5,0,10,36
1933,2019-01-17,16,0,1,0,7,24
1934,2019-01-18,17,0,2,0,8,27
1935,2019-01-19,32,0,10,0,3,45
1936,2019-01-20,20,0,10,0,0,30
1937,2019-01-21,24,0,13,0,9,46
1938,2019-01-22,22,1,6,0,1,30
1939,2019-01-23,22,0,10,0,14,46
1940,2019-01-24,16,1,5,0,3,25
1941,2019-01-25,17,0,2,0,3,22
1942,2019-01-26,23,0,13,0,0,36
