iter	RMSE
124	0.3929252823
125	0.3927227087
126	0.3926569994
127	0.3925545955
128	0.3924882298
129	0.3923353738
130	0.3922549996
131	0.3920849323
132	0.39206587
133	0.3919612621
134	0.3918338365
135	0.3917293019
136	0.3915378222
137	0.39140788
138	0.3912486005
139	0.3911316545
140	0.3910243023
141	0.3909144336
142	0.3907390793
143	0.3905875144
144	0.3904896394
145	0.3903781835
146	0.3902124976
147	0.3901398093
148	0.3900890031
149	0.3900332803
150	0.3899634251
151	0.3898630548
152	0.3896541069
153	0.3895878481
154	0.389416851
155	0.3893269434
156	0.3892199299
157	0.3891740698
158	0.3889873361
159	0.3889417863
160	0.3888550271
161	0.388758503
162	0.3886919338
163	0.3885864084
164	0.388490193
165	0.3883957477
166	0.3883189562
167	0.3881259337
168	0.3880315904
169	0.3879733055
170	0.3878686699
171	0.3878090417
172	0.3877209414
173	0.3876038649
174	0.3874619236
175	0.387425977
176	0.3873338683
177	0.3872425357
178	0.3871865727
179	0.3870161512
180	0.3869564077
181	0.3868446653
182	0.3867464077
183	0.3865776724
184	0.386566201
185	0.3865098265
186	0.3864720701
187	0.386351135
188	0.3862903446
189	0.3862649581
190	0.3862015729
191	0.3862005565
192	0.3861448251
193	0.3861009336
194	0.3860409386
195	0.3858552187
196	0.3856773994
197	0.3855761252
198	0.3855151925
199	0.3854798614
200	0.3854317088
201	0.3853695823
202	0.3852695109
203	0.3852673598
204	0.3851895229
205	0.3851042811
206	0.3850051055
207	0.3848845374
208	0.3848450132
209	0.3846315067
210	0.3846071724
211	0.3845551804
212	0.3845417923
213	0.3844112898
214	0.3842796839
215	0.3841970983
216	0.3840401469
217	0.3839785755
218	0.3839746674
219	0.3839097029
220	0.3837522211
221	0.3836981248
222	0.3836466473
223	0.3836401684
224	0.3835885994
225	0.3835351696
226	0.3834546757
227	0.3833905033
228	0.3833613007
229	0.383253188
230	0.3830954213
231	0.3830637022
232	0.3830490425
233	0.3828018682
234	0.3827982563
235	0.3827784667
236	0.3826672345
237	0.3826406523
238	0.382640305
239	0.382448674
240	0.3823801149
241	0.38226591
242	0.3822217176
243	0.382126314
244	0.3821022824
245	0.3819987253
246	0.3819019438
247	0.381856221
248	0.3817596161
249	0.3817039002
250	0.3816273209
251	0.3815382389
252	0.3815076542
253	0.3814401195
254	0.3812120398
255	0.3811238549
256	0.3811008758
257	0.3810172209
258	0.3808759928
259	0.3808416304
260	0.3807007171
261	0.3806575839
262	0.3806476262
263	0.3806164654
264	0.3805070451
265	0.380465352
266	0.3804580647
267	0.3803783239
268	0.3803730737
269	0.3803330954
270	0.380332988
271	0.3803325856
272	0.3802284326
273	0.3801887901
274	0.3800918492
275	0.3800222835
276	0.3799131035
277	0.3798273362
278	0.379717972
279	0.3797176243
280	0.3796115632
281	0.3795755929
282	0.3795738646
283	0.3795286397
284	0.3794360948
285	0.3793482942
286	0.3792378763
287	0.3791545818
288	0.3791440386
289	0.3790269141
290	0.3789870262
291	0.3789223839
292	0.3789038832
293	0.3787891774
294	0.3787590022
295	0.3786124827
296	0.3784548364
297	0.378400742
298	0.3784004292
299	0.3783949766
300	0.3783402472
301	0.3783179067
302	0.3782414206
303	0.3781935476
304	0.3780858979
305	0.3779813692
306	0.3779254896
307	0.3778547061
308	0.3778197931
309	0.3777711995
310	0.3777487469
311	0.377663356
312	0.3776183261
313	0.3775697384
314	0.3775451253
315	0.3774886925
316	0.3774060533
317	0.3773685706
318	0.377292445
319	0.3772025212
320	0.3771650188
321	0.3770880194
322	0.3769718684
323	0.3769696272
324	0.3769286433
325	0.3767561488
326	0.3766477538
327	0.3765650657
328	0.3764398365
329	0.3763445828
330	0.3763008169
331	0.3762425885
332	0.3761971399
333	0.3760997088
334	0.3760985128
335	0.3760525531
336	0.3760398585
337	0.3760015902
338	0.3759525386
339	0.3758453842
340	0.3757802117
341	0.3757051309
342	0.3756168442
343	0.3755154077
344	0.375509579
345	0.3754172358
346	0.3754112707
347	0.3752874296
348	0.37526344
349	0.3751601632
350	0.3751064223
351	0.3750408098
352	0.374960511
353	0.3748464178
354	0.3747155297
355	0.3747148601
356	0.3746125242
357	0.3745415597
358	0.3745412304
359	0.3745157003
360	0.3744220331
361	0.3743903201
362	0.3742414811
363	0.3741056746
364	0.3740477515
365	0.3739942353
366	0.3739553013
367	0.3739539693
368	0.3739515196
369	0.3739002734
370	0.3738486983
371	0.3737367962
372	0.3736857634
373	0.3736010065
374	0.3734692849
375	0.3733891413
376	0.3733651386
377	0.3733555772
378	0.3733091376
379	0.373226946
380	0.3731212038
381	0.3729997355
382	0.3729996491
383	0.3728891483
384	0.3728451189
385	0.3726908504
386	0.372672996
387	0.3726456239
388	0.3725990993
389	0.3725807357
390	0.3725499182
391	0.3724497109
392	0.3724263592
393	0.3723833092
394	0.3723661906
395	0.3723442267
396	0.3722750335
397	0.3722749389
398	0.3722743621
399	0.3721792376
400	0.3721085732
401	0.3720990245
402	0.3720741556
403	0.3720281533
404	0.3719830122
405	0.3718151457
406	0.371728181
407	0.3716529418
408	0.3714957891
409	0.3714804776
410	0.37147975
411	0.3714248897
412	0.3713654172
413	0.3712907568
414	0.3711879485
415	0.3711457649
416	0.3711029775
417	0.3710235089
418	0.3709546957
419	0.3709543874
420	0.3708825417
421	0.3707941617
422	0.3707253295
423	0.370605118
424	0.3705709883
425	0.3704794458
426	0.3704283913
427	0.3704205324
428	0.3703561575
429	0.3703498716
430	0.3702862759
431	0.3701340898
432	0.3701310355
433	0.3700101521
434	0.3699263155
435	0.3698891773
436	0.369837187
437	0.369726013
438	0.3697230596
439	0.3696629419
440	0.3696570859
441	0.3696027003
442	0.3695621582
443	0.3695009956
444	0.3694325339
445	0.3693356509
446	0.3692948262
447	0.3692677455
448	0.3692167061
449	0.3690910268
450	0.3690328891
451	0.3689359596
452	0.3689025802
453	0.3688404621
454	0.3687157377
455	0.3686795906
456	0.3686403023
457	0.3685571858
458	0.3685257699
459	0.3684603013
460	0.3683547233
461	0.3683453925
462	0.3683045102
463	0.3682564297
464	0.3682001793
465	0.3681301323
466	0.3680338921
467	0.3679837758
468	0.3678959224
469	0.3678264761
470	0.3677022275
471	0.3676333006
472	0.3675515146
473	0.3674196453
474	0.3673618807
475	0.3673112226
476	0.3672426378
477	0.3671852705
478	0.3671487676
479	0.3670644622
480	0.3669769082
481	0.3668500076
482	0.3667117461
483	0.366711497
484	0.366607588
485	0.3665024773
486	0.3664174445
487	0.3663265527
488	0.3662845406
489	0.3661436041
490	0.3660699835
491	0.3660182631
492	0.3660114361
493	0.3659489136
494	0.3658781552
495	0.3658493506
496	0.3658056655
497	0.365743524
498	0.3656666054
499	0.3656599225
500	0.3656392737
501	0.3655939978
502	0.365536573
503	0.3654420437
504	0.3653403843
505	0.3652155083
506	0.3651933023
507	0.3651180895
508	0.3650327683
509	0.3649828437
510	0.3647886389
511	0.3647086425
512	0.3646715112
513	0.3646011829
514	0.3645433567
515	0.3644554141
516	0.3643717086
517	0.3642571259
518	0.36421987
519	0.3641743484
520	0.3640750293
521	0.3639396719
522	0.3638541436
523	0.3638521454
524	0.3638506268
525	0.3637864765
526	0.3636298255
527	0.3635677725
528	0.3635255982
529	0.3635214456
530	0.3634762062
531	0.3633815267
532	0.3633499864
533	0.3632810584
534	0.3632127443
535	0.363180183
536	0.3631261198
537	0.36299509
538	0.3628965413
539	0.3628740927
540	0.3627718971
541	0.3627636096
542	0.3626960447
543	0.3626893314
544	0.3626540035
545	0.3626375011
546	0.362613184
547	0.3625078151
548	0.362488285
549	0.3623731844
550	0.3623143544
551	0.3622665387
552	0.3621910798
553	0.3621050436
554	0.3620499242
555	0.3619944369
556	0.3619603691
557	0.3619012411
558	0.361805112
559	0.3616936264
560	0.3615960069
561	0.3615507687
562	0.3615021048
563	0.3613944757
564	0.3613366652
565	0.3612549347
566	0.3611388207
567	0.361102224
568	0.3610729945
569	0.3610307791
570	0.3609983639
571	0.360982253
572	0.3608871624
573	0.3608715839
574	0.3607305205
575	0.3607244897
576	0.3605640922
577	0.3604312936
578	0.36038425
579	0.3603285583
580	0.3601937362
581	0.3601373435
582	0.3601081089
583	0.3600494704
584	0.3600276126
585	0.3599375777
586	0.3597819331
587	0.3596943055
588	0.359693356
589	0.3596214774
590	0.3595720724
591	0.3595651462
592	0.3594733502
593	0.3593665609
594	0.3592659184
595	0.3591564257
596	0.3591238051
597	0.3590276247
598	0.3589856993
599	0.3588446861
600	0.3587740217
601	0.3586759241
602	0.3586155577
603	0.3585759183
604	0.3585319378
605	0.3585023309
606	0.3584712711
607	0.3583526234
608	0.358298781
609	0.3582557877
610	0.3582511551
611	0.3581672347
612	0.3581625223
613	0.3581477472
614	0.3581208866
615	0.3580667114
616	0.3579218167
617	0.3578896114
618	0.3578254857
619	0.3577582632
620	0.3576624387
621	0.357577898
622	0.3574860221
623	0.3573969726
624	0.3573362492
625	0.3573135028
626	0.3573132429
627	0.3571785942
628	0.3571759787
629	0.3571231864
630	0.3570688775
631	0.3570274589
632	0.357026794
633	0.3570264451
634	0.3569612871
635	0.3568700915
636	0.356806264
637	0.3567453194
638	0.3567307673
639	0.356675454
640	0.3566272821
641	0.3565723858
642	0.3565165643
643	0.3564909516
644	0.3564479541
645	0.3563665081
646	0.3563146281
647	0.3562772574
648	0.3562078731
649	0.3560706698
650	0.3560603557
651	0.356019861
652	0.3559494243
653	0.3558405105
654	0.3558221831
655	0.3557584397
656	0.3556404132
657	0.3555395472
658	0.3554538027
659	0.3553449089
660	0.3553184244
661	0.3552622456
662	0.355176641
663	0.3551000893
664	0.3550275201
665	0.3549147547
666	0.3548555981
667	0.3548186217
668	0.3547307337
669	0.3546527467
670	0.3546009698
671	0.354533934
672	0.3544957593
673	0.3544749233
674	0.3543362182
675	0.3543128131
676	0.354197088
677	0.3541616176
678	0.3541104116
679	0.3540493744
680	0.3540229472
681	0.3539846555
682	0.3539305265
683	0.353858773
684	0.3537987088
685	0.353727614
686	0.3536751042
687	0.3536392801
688	0.3535375947
689	0.3534967556
690	0.3534402001
691	0.353413574
692	0.3533681768
693	0.3533009643
694	0.3531805348
695	0.353102543
696	0.3530363649
697	0.3529285328
698	0.3528406855
699	0.3527748581
700	0.3527319631
701	0.3527136319
702	0.3526796936
703	0.3526794104
704	0.3525753831
705	0.3525151814
706	0.3525149102
707	0.3524832522
708	0.3524148933
709	0.352365686
710	0.3522449716
711	0.3521889644
712	0.3520945528
713	0.352063392
714	0.3520358509
715	0.3519783272
716	0.3519307714
717	0.3518773792
718	0.3518375145
719	0.3517671609
720	0.3517095533
721	0.3516435842
722	0.3515806716
723	0.3515256583
724	0.3513729553
725	0.3513077625
726	0.3512950386
727	0.3512480221
728	0.3511891605
729	0.3511444814
730	0.3511310377
731	0.3510944271
732	0.3510102644
733	0.3509335528
734	0.3508642868
735	0.3508427053
736	0.3508217508
737	0.3507701906
738	0.3506902343
739	0.3506846055
740	0.3506066263
741	0.3505796016
742	0.3504734761
743	0.3503895108
744	0.3503190196
745	0.3502691683
746	0.3501395164
747	0.3500791239
748	0.3499883876
749	0.3499688596
750	0.3499408011
751	0.349847192
752	0.3497596225
753	0.3497265727
754	0.3497262282
755	0.3496137556
756	0.3495503317
757	0.349499216
758	0.3494804403
759	0.3494453407
760	0.3493972971
761	0.3493327662
762	0.3492779508
763	0.3492450384
764	0.3491868978
765	0.3490519478
766	0.3489884523
767	0.3489794719
768	0.3488855171
769	0.3488472645
770	0.3488184635
771	0.3487149506
772	0.3486717864
773	0.3486061991
774	0.3485877368
775	0.3484981034
776	0.348455567
777	0.3484295741
778	0.3484130451
779	0.3483227152
780	0.348281715
781	0.3482062574
782	0.348183157
783	0.348182362
784	0.3481386635
785	0.3481165323
786	0.3480889189
787	0.3480039372
788	0.3478964976
789	0.3478430433
790	0.3478180299
791	0.3477545304
792	0.347717585
793	0.3476231842
794	0.3475337197
795	0.3474971632
796	0.3474708696
797	0.3473973494
798	0.3473740651
799	0.3473270915
800	0.3473017495
801	0.3471789363
802	0.347075346
803	0.3470626162
804	0.3470484188
805	0.34695867
806	0.3469289078
807	0.346883071
808	0.3468422271
809	0.3468319092
810	0.3467371875
811	0.3466940183
812	0.3466337529
813	0.3466172139
814	0.3465212822
815	0.3464933148
816	0.3464194229
817	0.3463865087
818	0.3463320595
819	0.3462900024
820	0.3462719096
821	0.3462530778
822	0.3461703911
823	0.3461375476
824	0.3461286059
825	0.3460747769
826	0.3460460672
827	0.3458852082
828	0.345866494
829	0.3457944667
830	0.3456320664
831	0.3456220456
832	0.3455922582
833	0.3455143183
834	0.3454696595
835	0.3454555284
836	0.3454254041
837	0.345348467
838	0.3452981139
839	0.3452484523
840	0.3451824604
841	0.3450987645
842	0.34505217
843	0.3449093184
844	0.3448805809
845	0.3448804292
846	0.3448802643
847	0.3448145832
848	0.3447625718
849	0.3447233196
850	0.3446449925
851	0.3446052555
852	0.344549427
853	0.3444544986
854	0.3443545181
855	0.344325326
856	0.3442801243
857	0.3442740275
858	0.3442070849
859	0.3441610746
860	0.3441114243
861	0.3440687111
862	0.3440199643
863	0.3439615965
864	0.3438753748
865	0.3438162438
866	0.3437369953
867	0.3436805829
868	0.3436618399
869	0.3436523471
870	0.3436466705
871	0.3435758338
872	0.343473057
873	0.3433642597
874	0.3433338564
875	0.343319278
876	0.343276264
877	0.3432370846
878	0.3431903426
879	0.3431752734
880	0.3431466489
881	0.3430937587
882	0.3430312598
883	0.3429990658
884	0.3429413253
885	0.3428945582
886	0.3428602768
887	0.3428367045
888	0.3427692032
889	0.3427219588
890	0.3427007498
891	0.3426022798
892	0.3425257452
893	0.3424931582
894	0.3423428028
895	0.3422965159
896	0.3422485858
897	0.3422077089
898	0.3421682793
899	0.3421227587
900	0.3420845732
901	0.3420019886
902	0.3419054258
903	0.3418309261
904	0.3418177916
905	0.3417267872
906	0.3417132728
907	0.3416734671
908	0.3416200456
909	0.3415876895
910	0.341536781
911	0.3414318065
912	0.3413882589
913	0.341359506
914	0.3412768862
915	0.3412452629
916	0.3411910639
917	0.3410817373
918	0.3410468179
919	0.3410208719
920	0.3410141219
921	0.3410118617
922	0.3409815906
923	0.3409685165
924	0.3409281529
925	0.3408182404
926	0.3407987546
927	0.3406723832
928	0.3406283854
929	0.3405832354
930	0.3405291684
931	0.3404511494
932	0.3404306661
933	0.3402826861
934	0.3402620313
935	0.3402560389
936	0.3401847071
937	0.3401492599
938	0.3400942254
939	0.3400796208
940	0.3400653884
941	0.340033627
942	0.3399734131
943	0.3399504436
944	0.339881951
945	0.3398468708
946	0.3397676643
947	0.3396976655
948	0.3396694699
949	0.3396168556
950	0.3395829188
951	0.339543731
952	0.3395231354
953	0.339504583
954	0.3394079273
955	0.3393463612
956	0.3393101422
957	0.3392718194
958	0.3392422543
959	0.3391365531
960	0.339068022
961	0.3390294859
962	0.3390049486
963	0.3389264217
964	0.3388227701
965	0.3387986575
966	0.3387696319
967	0.3387245377
968	0.3387217025
969	0.3387059515
970	0.3386643797
971	0.3385982745
972	0.3385074779
973	0.3384638722
974	0.33841203
975	0.3383902644
976	0.338358342
977	0.3383090306
978	0.3383015093
979	0.3382364399
980	0.338164372
981	0.3381119017
982	0.3380472429
983	0.3379800389
984	0.3379016647
985	0.337883519
986	0.3377841252
987	0.3376765378
988	0.3376264761
989	0.3375803119
990	0.3375513768
991	0.3374936415
992	0.3374503577
993	0.3373331858
994	0.3372824135
995	0.3372315637
996	0.3371813732
997	0.3371506636
998	0.3371141858
999	0.3370655958
