iter	Passed	Remaining
0	17	17205
1	24	12180
2	43	14602
3	55	13865
4	71	14266
5	87	14521
6	103	14667
7	118	14734
8	135	14879
9	143	14194
10	160	14463
11	175	14417
12	189	14390
13	204	14424
14	219	14428
15	234	14408
16	248	14346
17	257	14056
18	270	13942
19	287	14099
20	304	14187
21	323	14371
22	352	14968
23	372	15135
24	387	15128
25	401	15022
26	411	14824
27	425	14761
28	431	14446
29	439	14220
30	452	14152
31	467	14156
32	485	14219
33	497	14148
34	510	14082
35	524	14057
36	538	14016
37	554	14043
38	568	14011
39	584	14032
40	596	13942
41	608	13873
42	627	13957
43	639	13896
44	662	14062
45	682	14154
46	692	14043
47	713	14145
48	729	14153
49	743	14126
50	755	14060
51	768	14017
52	785	14042
53	797	13972
54	814	13999
55	830	13994
56	846	13998
57	863	14030
58	895	14289
59	910	14270
60	928	14286
61	942	14254
62	959	14265
63	976	14288
64	989	14234
65	1004	14216
66	1019	14199
67	1042	14292
68	1063	14349
69	1081	14368
70	1103	14444
71	1122	14462
72	1136	14434
73	1155	14459
74	1170	14434
75	1192	14504
76	1207	14479
77	1221	14433
78	1230	14350
79	1246	14337
80	1260	14303
81	1270	14221
82	1289	14252
83	1304	14223
84	1318	14188
85	1330	14145
86	1341	14078
87	1362	14120
88	1383	14161
89	1398	14137
90	1423	14223
91	1444	14255
92	1470	14338
93	1484	14308
94	1503	14322
95	1521	14327
96	1547	14405
97	1558	14346
98	1574	14333
99	1591	14320
100	1603	14271
101	1621	14274
102	1639	14273
103	1657	14280
104	1672	14256
105	1687	14233
106	1703	14217
107	1721	14214
108	1736	14194
109	1746	14129
110	1764	14131
111	1778	14104
112	1803	14153
113	1827	14202
114	1866	14361
115	1879	14325
116	1905	14384
117	1933	14455
118	1957	14490
119	1964	14404
120	1982	14404
121	1991	14334
122	2011	14339
123	2037	14391
124	2057	14405
125	2073	14379
126	2091	14377
127	2112	14393
128	2140	14454
129	2158	14446
130	2176	14437
131	2198	14454
132	2215	14440
133	2231	14419
134	2244	14381
135	2260	14359
136	2281	14370
137	2298	14358
138	2314	14336
139	2333	14331
140	2357	14360
141	2373	14341
142	2389	14319
143	2405	14298
144	2436	14369
145	2452	14344
146	2465	14306
147	2480	14280
148	2494	14246
149	2514	14247
150	2537	14264
151	2556	14263
152	2584	14308
153	2602	14296
154	2617	14271
155	2631	14239
156	2645	14207
157	2663	14195
158	2677	14163
159	2689	14118
160	2704	14091
161	2717	14058
162	2731	14025
163	2752	14031
164	2782	14079
165	2796	14052
166	2819	14063
167	2840	14068
168	2849	14013
169	2865	13991
170	2879	13959
171	2906	13991
172	2930	14010
173	2952	14017
174	2972	14011
175	2987	13984
176	3002	13962
177	3017	13934
178	3034	13916
179	3049	13893
180	3063	13861
181	3078	13837
182	3091	13801
183	3105	13770
184	3120	13747
185	3136	13726
186	3154	13713
187	3173	13708
188	3197	13718
189	3213	13700
190	3238	13715
191	3253	13693
192	3270	13674
193	3295	13692
194	3315	13686
195	3334	13676
196	3360	13698
197	3379	13687
198	3394	13664
199	3409	13637
200	3426	13621
