iter	RMSE
385	0.3679228924
386	0.3678012382
387	0.367717279
388	0.3676165959
389	0.3676156829
390	0.3675604637
391	0.367531007
392	0.3674974524
393	0.3673487519
394	0.3673040903
395	0.3672623478
396	0.3672032822
397	0.3671065148
398	0.3670063987
399	0.3669971435
400	0.3668681183
401	0.3667941632
402	0.3667329627
403	0.3666621416
404	0.3666088575
405	0.3665371434
406	0.3664227988
407	0.366358565
408	0.3662945322
409	0.3661608495
410	0.3661136535
411	0.3660725297
412	0.3659998228
413	0.3659231069
414	0.3658769019
415	0.3658229892
416	0.3656810296
417	0.3655591126
418	0.3654298218
419	0.3653238878
420	0.3651922584
421	0.3651552308
422	0.3650401625
423	0.3649759899
424	0.3649149399
425	0.3648469905
426	0.3647730923
427	0.3647699476
428	0.3646585662
429	0.364514615
430	0.3643857221
431	0.3642649409
432	0.3641564223
433	0.3640222432
434	0.3639876284
435	0.3638767939
436	0.3638007278
437	0.3637980498
438	0.3637072732
439	0.3635693361
440	0.3634526419
441	0.3633891682
442	0.3633387303
443	0.36327752
444	0.3631650635
445	0.3630494122
446	0.3630297791
447	0.3629639342
448	0.3628313044
449	0.3627853823
450	0.3627704126
451	0.3626555335
452	0.3625889053
453	0.3625821801
454	0.3625773656
455	0.362411274
456	0.3623899136
457	0.3623363977
458	0.3622666929
459	0.3622032671
460	0.362099621
461	0.3620402006
462	0.3619899021
463	0.3619204928
464	0.3618571092
465	0.3617969674
466	0.3617773138
467	0.3617746164
468	0.3616834997
469	0.36159429
470	0.3615370564
471	0.3614796729
472	0.3614358227
473	0.361269574
474	0.361172846
475	0.3611463413
476	0.3610752477
477	0.3610364296
478	0.3609551084
479	0.3608696271
480	0.3607444642
481	0.3606791733
482	0.3605862333
483	0.3605331228
484	0.3604862083
485	0.3604376458
486	0.3603755399
487	0.3602935881
488	0.36005886
489	0.3600575396
490	0.3599230716
491	0.3598536192
492	0.3598056235
493	0.3597198385
494	0.3596612458
495	0.3596265164
496	0.3595827485
497	0.3595346304
498	0.3593636189
499	0.3592509895
500	0.3592368307
501	0.3592312965
502	0.3592141209
503	0.3590970372
504	0.3590805197
505	0.3589566643
506	0.3588940556
507	0.3588758817
508	0.3587103769
509	0.3586838019
510	0.3585929517
511	0.3585793477
512	0.3585128226
513	0.358398042
514	0.35819311
515	0.3580659599
516	0.3579660895
517	0.3579561179
518	0.357930336
519	0.3578318958
520	0.3577064447
521	0.3577022651
522	0.3576406757
523	0.3574789494
524	0.3574473102
525	0.3574326524
526	0.357341581
527	0.3572873293
528	0.3571076412
529	0.3570732987
530	0.3569844514
531	0.3569255787
532	0.3567675549
533	0.3565812647
534	0.3565146016
535	0.3564638911
536	0.3563798818
537	0.3563375429
538	0.3562793159
539	0.3562193856
540	0.3562058041
541	0.3561401859
542	0.3560071209
543	0.3559014263
544	0.3558345948
545	0.3557694275
546	0.3557161445
547	0.355644203
548	0.3555577542
549	0.3554698275
550	0.3553833503
551	0.3553612418
552	0.3553049287
553	0.3552894197
554	0.3552648973
555	0.3551203131
556	0.3549598238
557	0.3548631197
558	0.3547907575
559	0.3546935604
560	0.3546160585
561	0.3545460474
562	0.3544060236
563	0.3543125778
564	0.3542636241
565	0.3541161401
566	0.3539614527
567	0.3539263714
568	0.3538015794
569	0.3537138132
570	0.353654362
571	0.3535821825
572	0.3534967229
573	0.3534398256
574	0.3534300802
575	0.3533565073
576	0.3533475135
577	0.3532312769
578	0.3531655158
579	0.3531528188
580	0.353037488
581	0.3529309168
582	0.3528758792
583	0.3527771041
584	0.3527413109
585	0.3527011327
586	0.352637891
587	0.3525422466
588	0.3524916221
589	0.3524547507
590	0.3523125872
591	0.3522002873
592	0.3521210946
593	0.3520939412
594	0.3520196886
595	0.3519544699
596	0.3518489393
597	0.3517736429
598	0.3517326518
599	0.3516006633
600	0.3514992505
601	0.3514511823
602	0.3513363583
603	0.3512707268
604	0.3511807217
605	0.3510719375
606	0.3510311186
607	0.3509405526
608	0.350925646
609	0.350805215
610	0.3507619852
611	0.3506932962
612	0.3506125851
613	0.3504621362
614	0.350346131
615	0.3502582642
616	0.350157628
617	0.3501323797
618	0.3500731662
619	0.3500187208
620	0.3499382396
621	0.3498819841
622	0.3497590951
623	0.3496985908
624	0.3496499367
625	0.3495880102
626	0.3495271506
627	0.3495251166
628	0.3494917986
629	0.3494602865
630	0.3494315532
631	0.3492555121
632	0.3492195089
633	0.3491336464
634	0.349005809
635	0.3489640249
636	0.3489249217
637	0.3488676313
638	0.3487997477
639	0.3487234603
640	0.3486264571
641	0.3486221926
642	0.3486040253
643	0.348433971
644	0.3483997772
645	0.3483205058
646	0.3482339511
647	0.3481894209
648	0.3481497376
649	0.3481330645
650	0.3480607281
651	0.3480187745
652	0.3479158929
653	0.3478243788
654	0.3476798156
655	0.3476337694
656	0.3474872819
657	0.347384231
658	0.3472719502
659	0.3471621728
660	0.3470918628
661	0.3470268191
662	0.3469509514
663	0.3468252171
664	0.3467807144
665	0.3467103976
666	0.3466047729
667	0.3465530031
668	0.3464652621
669	0.3463878998
670	0.3463387627
671	0.3462789579
672	0.346253233
673	0.3462459103
674	0.3461692925
675	0.346068611
676	0.346027701
677	0.3459609941
678	0.3459031858
679	0.3459018585
680	0.345828461
681	0.3457546262
682	0.3456334014
683	0.3456194848
684	0.345575158
685	0.3454572712
686	0.3453738599
687	0.3453328542
688	0.3452634223
689	0.3452055989
690	0.3451814026
691	0.3451078451
692	0.3451040298
693	0.3450632224
694	0.3449587276
695	0.3449454388
696	0.3449253631
697	0.344858853
698	0.3447672342
699	0.3446843116
700	0.3446590192
701	0.3446339374
702	0.3445830578
703	0.3445536432
704	0.3444697103
705	0.3444083652
706	0.3443281619
707	0.3442703182
708	0.3441031358
709	0.3440571516
710	0.3439810209
711	0.3438617278
712	0.3438108493
713	0.3437339246
714	0.3435843818
715	0.3435519764
716	0.3434857896
717	0.3434553971
718	0.3433902472
719	0.3432940647
720	0.3432471908
721	0.3431226601
722	0.3431185744
723	0.3430793436
724	0.3430637629
725	0.343049772
726	0.3429731267
727	0.3427891916
728	0.3427122021
729	0.3426186309
730	0.342570162
731	0.3424479191
732	0.3424099543
733	0.3423151459
734	0.3422424105
735	0.3421929765
736	0.3421595451
737	0.3421069391
738	0.342079878
739	0.3419754925
740	0.3419626772
741	0.3419331101
742	0.3418160431
743	0.3416927298
744	0.3415912495
745	0.3415444557
746	0.3414103753
747	0.3413196548
748	0.3412905073
749	0.3412237332
750	0.3411718976
751	0.34113193
752	0.341128997
753	0.3410753733
754	0.3410162644
755	0.3409415707
756	0.3408698527
757	0.3408029392
758	0.3406820645
759	0.3406489414
760	0.340620785
761	0.340581841
762	0.3405559645
763	0.3405021954
764	0.3404392521
765	0.3403771115
766	0.3402886668
767	0.3402710492
768	0.3401727779
769	0.3401388708
770	0.3400460183
771	0.3398898854
772	0.3397543682
773	0.3395608216
774	0.3394544139
775	0.3394163055
776	0.3393774823
777	0.3393303077
778	0.3392846441
779	0.3392196922
780	0.3391750374
781	0.3390596584
782	0.3389372348
783	0.33885438
784	0.3387716193
785	0.3386977607
786	0.3386803559
787	0.3385415203
788	0.3385127658
789	0.3384520977
790	0.3383063802
791	0.3382364772
792	0.3382356819
793	0.3381345796
794	0.3380776031
795	0.3380721386
796	0.3380327232
797	0.3379854188
798	0.3379643379
799	0.3378449931
800	0.3377557658
801	0.3376507507
802	0.3375838899
803	0.3375385288
804	0.337512589
805	0.3373484276
806	0.3372586603
807	0.3372570566
808	0.3372153396
809	0.3371826205
810	0.3371746169
811	0.3371435224
812	0.3370741602
813	0.3370373788
814	0.3369944571
815	0.336891958
816	0.3368360631
817	0.3367800849
818	0.3367300442
819	0.3366112461
820	0.3365362856
821	0.3364742456
822	0.3364389165
823	0.3363529564
824	0.3362649393
825	0.3361979436
826	0.33617642
827	0.3361270549
828	0.3361041783
829	0.3360237756
830	0.3360091181
831	0.3359822846
832	0.3359007733
833	0.3357511856
834	0.3356531672
835	0.3356053689
836	0.3355627905
837	0.3354727843
838	0.3354019526
839	0.3353197785
840	0.3352736937
841	0.3352517625
842	0.335167365
843	0.3350428179
844	0.3349443978
845	0.3348885286
846	0.33482293
847	0.334683821
848	0.3346155838
849	0.3345141476
850	0.3344347435
851	0.3343799046
852	0.3343787823
853	0.3343109964
854	0.3342105443
855	0.3341615043
856	0.334095927
857	0.3340108858
858	0.3339564834
859	0.3339002073
860	0.3338374677
861	0.3338315438
862	0.3337145987
863	0.3336442155
864	0.3336118916
865	0.3335702443
866	0.3335570179
867	0.3335420501
868	0.3334687822
869	0.3334017749
870	0.333325881
871	0.3332860896
872	0.3332454422
873	0.3331904259
874	0.3331608924
875	0.3330204108
876	0.3329520058
877	0.3329029368
878	0.3328499241
879	0.3327716057
880	0.3327473441
881	0.3327052293
882	0.3326145363
883	0.332586872
884	0.3325520401
885	0.3324817142
886	0.3323843775
887	0.3323173287
888	0.332259869
889	0.3321369983
890	0.3321073466
891	0.3320676427
892	0.3320491566
893	0.3319488427
894	0.331927158
895	0.3318260704
896	0.3316759728
897	0.3316531387
898	0.3315995638
899	0.3315109361
900	0.3314516424
901	0.3314349529
902	0.3313658537
903	0.3312965617
904	0.331211328
905	0.3312108376
906	0.3311506592
907	0.3310670809
908	0.3310140718
909	0.3309709283
910	0.3309343241
911	0.3309008318
912	0.3308458493
913	0.330806594
914	0.3307301627
915	0.3306228078
916	0.3305633891
917	0.3305036117
918	0.3304058804
919	0.3304054342
920	0.3303594613
921	0.3302944543
922	0.3302514581
923	0.3301258084
924	0.330125188
925	0.3300670074
926	0.3299051205
927	0.329830437
928	0.3297829866
929	0.3297471076
930	0.3296610705
931	0.3296254747
932	0.3294245842
933	0.3292955788
934	0.3292183986
935	0.3291862053
936	0.3291612754
937	0.3291347214
938	0.3291012827
939	0.3290776687
940	0.3290274265
941	0.3290012322
942	0.3289943854
943	0.3288923205
944	0.3288727389
945	0.3288546097
946	0.3288240216
947	0.3287998124
948	0.3287735847
949	0.3286949544
950	0.3286046108
951	0.3285435681
952	0.3284491179
953	0.328386816
954	0.3283191238
955	0.3282920564
956	0.3282547884
957	0.3281897809
958	0.3281524879
959	0.328058551
960	0.3279789237
961	0.3279535456
962	0.3277778363
963	0.3276731646
964	0.3275271613
965	0.3274955461
966	0.3274509338
967	0.3273605218
968	0.3272989774
969	0.3272467165
970	0.3271450224
971	0.327136036
972	0.3270508647
973	0.3269706023
974	0.3269024927
975	0.3268859357
976	0.3267534098
977	0.3267061124
978	0.3265183643
979	0.3264378652
980	0.3263275652
981	0.3262816119
982	0.3262521047
983	0.3261731035
984	0.326109084
985	0.3260558692
986	0.3259896441
987	0.3259334601
988	0.3258980726
989	0.3258468458
990	0.3258230131
991	0.3258036057
992	0.3257662829
993	0.3257452307
994	0.3257039822
995	0.3256442377
996	0.3255601165
997	0.3254960458
998	0.325425294
999	0.3253676305
