Date,SonomaIntakes,SonomaOutcomes,AustinIntakes,AustinOutcomes,Inflation Rate,Unemployment Rate
5/10/20,0,0,,2,0.1,13.2
5/11/20,2,0,7,4,0.1,13.2
5/12/20,1,7,8,16,0.1,13.2
5/13/20,0,1,15,12,0.1,13.2
5/14/20,0,2,6,7,0.1,13.2
5/15/20,1,4,6,9,0.1,13.2
5/16/20,6,2,8,14,0.1,13.2
5/17/20,0,0,6,7,0.1,13.2
5/18/20,1,0,3,6,0.1,13.2
5/19/20,2,2,8,7,0.1,13.2
5/20/20,5,0,4,10,0.1,13.2
5/21/20,3,6,7,3,0.1,13.2
5/22/20,3,6,10,7,0.1,13.2
5/23/20,2,4,12,3,0.1,13.2
5/24/20,0,0,14,12,0.1,13.2
5/25/20,1,0,8,,0.1,13.2
5/26/20,2,5,14,16,0.1,13.2
5/27/20,5,5,12,24,0.1,13.2
5/28/20,3,3,6,7,0.1,13.2
5/29/20,4,1,8,7,0.1,13.2
5/30/20,2,6,13,11,0.1,13.2
5/31/20,0,0,5,4,0.1,13.2
6/1/20,0,3,14,11,0.6,11
6/2/20,0,8,16,19,0.6,11
6/3/20,7,13,17,26,0.6,11
6/4/20,0,1,13,6,0.6,11
6/5/20,2,3,9,10,0.6,11
6/6/20,2,5,4,10,0.6,11
6/7/20,0,0,7,5,0.6,11
6/8/20,2,0,21,19,0.6,11
6/9/20,1,2,15,15,0.6,11
6/10/20,2,9,15,15,0.6,11
6/11/20,2,5,12,11,0.6,11
6/12/20,3,4,17,10,0.6,11
6/13/20,4,6,12,5,0.6,11
6/14/20,3,2,5,7,0.6,11
6/15/20,5,4,21,17,0.6,11
6/16/20,2,8,9,18,0.6,11
6/17/20,2,1,9,13,0.6,11
6/18/20,1,4,17,8,0.6,11
6/19/20,0,0,4,9,0.6,11
6/20/20,2,6,2,8,0.6,11
6/21/20,3,1,7,5,0.6,11
6/22/20,3,0,14,19,0.6,11
6/23/20,3,7,18,23,0.6,11
6/24/20,4,7,12,7,0.6,11
6/25/20,1,4,14,9,0.6,11
6/26/20,4,9,26,12,0.6,11
6/27/20,2,8,8,2,0.6,11
6/28/20,1,0,11,7,0.6,11
6/29/20,1,0,17,11,0.6,11
6/30/20,4,6,17,12,0.6,11
7/1/20,1,0,11,18,1,10.2
7/2/20,8,8,15,8,1,10.2
7/3/20,0,0,7,4,1,10.2
7/4/20,4,10,8,8,1,10.2
7/5/20,7,0,9,8,1,10.2
7/6/20,4,3,12,9,1,10.2
7/7/20,6,7,18,23,1,10.2
7/8/20,1,4,6,8,1,10.2
7/9/20,0,3,13,10,1,10.2
7/10/20,0,0,14,8,1,10.2
7/11/20,3,4,5,7,1,10.2
7/12/20,7,5,8,9,1,10.2
7/13/20,1,0,14,15,1,10.2
7/14/20,4,7,15,22,1,10.2
7/15/20,2,2,17,15,1,10.2
7/16/20,2,2,11,12,1,10.2
7/17/20,1,9,14,14,1,10.2
7/18/20,5,10,9,14,1,10.2
7/19/20,2,3,5,2,1,10.2
7/20/20,0,0,11,15,1,10.2
7/21/20,6,5,3,7,1,10.2
7/22/20,2,2,16,15,1,10.2
7/23/20,0,0,14,7,1,10.2
7/24/20,6,0,8,6,1,10.2
7/25/20,5,2,7,3,1,10.2
7/26/20,2,0,11,6,1,10.2
7/27/20,5,0,12,17,1,10.2
7/28/20,5,6,14,24,1,10.2
7/29/20,10,9,11,12,1,10.2
7/30/20,1,1,10,9,1,10.2
7/31/20,1,1,10,10,1,10.2
8/1/20,1,0,7,14,1.3,8.4
8/2/20,0,0,26,12,1.3,8.4
8/3/20,1,0,33,10,1.3,8.4
8/4/20,4,0,12,14,1.3,8.4
8/5/20,4,12,18,13,1.3,8.4
8/6/20,7,10,20,25,1.3,8.4
8/7/20,4,2,6,13,1.3,8.4
8/8/20,4,8,6,13,1.3,8.4
8/9/20,1,0,7,2,1.3,8.4
8/10/20,3,0,10,9,1.3,8.4
8/11/20,3,3,11,34,1.3,8.4
8/12/20,13,3,10,14,1.3,8.4
8/13/20,4,3,13,12,1.3,8.4
8/14/20,0,5,12,12,1.3,8.4
8/15/20,3,1,6,4,1.3,8.4
8/16/20,2,5,4,8,1.3,8.4
8/17/20,3,4,7,14,1.3,8.4
8/18/20,5,4,26,12,1.3,8.4
8/19/20,0,6,12,17,1.3,8.4
8/20/20,1,5,13,9,1.3,8.4
8/21/20,3,6,11,7,1.3,8.4
8/22/20,0,3,7,12,1.3,8.4
8/23/20,3,0,5,4,1.3,8.4
8/24/20,0,0,13,9,1.3,8.4
8/25/20,3,1,19,21,1.3,8.4
8/26/20,0,4,13,20,1.3,8.4
8/27/20,6,1,20,9,1.3,8.4
8/28/20,2,5,27,30,1.3,8.4
8/29/20,1,1,6,11,1.3,8.4
8/30/20,1,0,8,7,1.3,8.4
8/31/20,1,0,9,12,1.3,8.4
9/1/20,2,3,18,18,1.4,7.8
9/2/20,2,1,22,8,1.4,7.8
9/3/20,5,3,19,6,1.4,7.8
9/4/20,2,3,24,8,1.4,7.8
9/5/20,3,4,9,18,1.4,7.8
9/6/20,1,0,2,4,1.4,7.8
9/7/20,2,0,5,1,1.4,7.8
9/8/20,3,4,10,23,1.4,7.8
9/9/20,2,2,12,13,1.4,7.8
9/10/20,6,6,22,14,1.4,7.8
9/11/20,0,4,14,9,1.4,7.8
9/12/20,3,2,9,20,1.4,7.8
9/13/20,2,4,10,2,1.4,7.8
9/14/20,2,0,13,39,1.4,7.8
9/15/20,1,5,13,17,1.4,7.8
9/16/20,2,5,10,9,1.4,7.8
9/17/20,11,1,11,14,1.4,7.8
9/18/20,4,2,17,14,1.4,7.8
9/19/20,2,3,11,9,1.4,7.8
9/20/20,0,0,8,8,1.4,7.8
9/21/20,1,0,15,11,1.4,7.8
9/22/20,2,7,13,29,1.4,7.8
9/23/20,3,3,17,18,1.4,7.8
9/24/20,1,2,20,13,1.4,7.8
9/25/20,2,0,11,13,1.4,7.8
9/26/20,4,7,12,24,1.4,7.8
9/27/20,1,0,6,4,1.4,7.8
9/28/20,5,2,18,17,1.4,7.8
9/29/20,3,6,15,20,1.4,7.8
9/30/20,10,3,20,11,1.4,7.8
10/1/20,6,4,34,16,1.2,6.8
10/2/20,2,9,19,8,1.2,6.8
10/3/20,2,3,9,5,1.2,6.8
10/4/20,0,0,10,8,1.2,6.8
10/5/20,2,0,23,26,1.2,6.8
10/6/20,0,5,14,24,1.2,6.8
10/7/20,3,4,11,8,1.2,6.8
10/8/20,3,2,13,14,1.2,6.8
10/9/20,4,8,15,22,1.2,6.8
10/10/20,3,0,2,11,1.2,6.8
10/11/20,0,0,3,4,1.2,6.8
10/12/20,0,0,12,4,1.2,6.8
10/13/20,3,4,21,25,1.2,6.8
10/14/20,6,7,14,11,1.2,6.8
10/15/20,1,3,12,12,1.2,6.8
10/16/20,2,0,10,14,1.2,6.8
10/17/20,4,3,3,11,1.2,6.8
10/18/20,1,0,7,3,1.2,6.8
10/19/20,2,4,8,9,1.2,6.8
10/20/20,0,5,5,26,1.2,6.8
10/21/20,4,12,21,6,1.2,6.8
10/22/20,3,4,17,12,1.2,6.8
10/23/20,1,3,20,17,1.2,6.8
10/24/20,2,1,10,6,1.2,6.8
10/25/20,1,0,6,9,1.2,6.8
10/26/20,3,3,16,10,1.2,6.8
10/27/20,4,5,25,24,1.2,6.8
10/28/20,2,4,18,17,1.2,6.8
10/29/20,2,2,26,10,1.2,6.8
10/30/20,1,5,16,15,1.2,6.8
10/31/20,2,0,6,13,1.2,6.8
11/1/20,3,0,11,3,1.2,6.7
11/2/20,2,1,14,13,1.2,6.7
11/3/20,4,1,5,16,1.2,6.7
11/4/20,5,5,18,10,1.2,6.7
11/5/20,2,1,19,10,1.2,6.7
11/6/20,6,8,12,17,1.2,6.7
11/7/20,2,4,11,9,1.2,6.7
11/8/20,1,0,11,15,1.2,6.7
11/9/20,3,0,13,13,1.2,6.7
11/10/20,7,3,24,18,1.2,6.7
11/11/20,1,0,5,,1.2,6.7
11/12/20,4,2,23,24,1.2,6.7
11/13/20,1,5,13,28,1.2,6.7
11/14/20,0,8,8,12,1.2,6.7
11/15/20,0,0,11,10,1.2,6.7
11/16/20,3,0,11,12,1.2,6.7
11/17/20,5,11,23,14,1.2,6.7
11/18/20,1,6,16,8,1.2,6.7
11/19/20,6,17,20,11,1.2,6.7
11/20/20,2,5,15,8,1.2,6.7
11/21/20,2,2,9,17,1.2,6.7
11/22/20,0,0,10,6,1.2,6.7
11/23/20,0,12,22,17,1.2,6.7
11/24/20,9,11,19,27,1.2,6.7
11/25/20,0,3,25,13,1.2,6.7
11/26/20,0,0,8,2,1.2,6.7
11/27/20,2,0,4,1,1.2,6.7
11/28/20,5,5,8,12,1.2,6.7
11/29/20,0,0,6,9,1.2,6.7
11/30/20,5,0,24,18,1.2,6.7
12/1/20,7,21,14,20,1.4,6.7
12/2/20,3,4,25,19,1.4,6.7
12/3/20,1,2,16,30,1.4,6.7
12/4/20,1,6,22,41,1.4,6.7
12/5/20,0,1,10,13,1.4,6.7
12/6/20,2,0,15,4,1.4,6.7
12/7/20,3,1,26,21,1.4,6.7
12/8/20,4,15,13,30,1.4,6.7
12/9/20,2,3,17,18,1.4,6.7
12/10/20,2,2,27,16,1.4,6.7
12/11/20,2,1,16,15,1.4,6.7
12/12/20,3,0,5,8,1.4,6.7
12/13/20,0,0,12,8,1.4,6.7
12/14/20,0,0,15,20,1.4,6.7
12/15/20,3,2,8,20,1.4,6.7
12/16/20,3,1,19,14,1.4,6.7
12/17/20,1,4,15,17,1.4,6.7
12/18/20,3,0,19,21,1.4,6.7
12/19/20,4,11,10,18,1.4,6.7
12/20/20,0,0,7,4,1.4,6.7
12/21/20,1,0,12,21,1.4,6.7
12/22/20,3,2,16,18,1.4,6.7
12/23/20,5,4,15,9,1.4,6.7
12/24/20,1,4,6,,1.4,6.7
12/25/20,0,0,4,,1.4,6.7
12/26/20,4,0,6,12,1.4,6.7
12/27/20,1,1,5,3,1.4,6.7
12/28/20,4,9,22,21,1.4,6.7
12/29/20,1,5,10,12,1.4,6.7
12/30/20,4,3,12,9,1.4,6.7
12/31/20,2,5,14,13,1.4,6.7
1/1/21,0,0,4,,1.4,6.4
1/2/21,2,3,10,22,1.4,6.4
1/3/21,0,0,9,9,1.4,6.4
1/4/21,1,0,8,4,1.4,6.4
1/5/21,2,2,18,14,1.4,6.4
1/6/21,1,4,13,20,1.4,6.4
1/7/21,5,7,11,19,1.4,6.4
1/8/21,2,10,11,15,1.4,6.4
1/9/21,1,2,5,8,1.4,6.4
1/10/21,1,0,4,3,1.4,6.4
1/11/21,2,0,16,15,1.4,6.4
1/12/21,2,3,17,11,1.4,6.4
1/13/21,3,7,12,10,1.4,6.4
1/14/21,1,3,11,11,1.4,6.4
1/15/21,4,6,10,19,1.4,6.4
1/16/21,8,8,13,9,1.4,6.4
1/17/21,0,0,7,8,1.4,6.4
1/18/21,0,0,4,,1.4,6.4
1/19/21,7,5,15,16,1.4,6.4
1/20/21,6,12,15,10,1.4,6.4
1/21/21,5,4,21,16,1.4,6.4
1/22/21,4,3,13,13,1.4,6.4
1/23/21,2,2,8,18,1.4,6.4
1/24/21,0,0,14,2,1.4,6.4
1/25/21,1,0,15,9,1.4,6.4
1/26/21,0,2,30,16,1.4,6.4
1/27/21,5,6,17,22,1.4,6.4
1/28/21,1,2,15,18,1.4,6.4
1/29/21,4,0,13,15,1.4,6.4
1/30/21,3,7,7,21,1.4,6.4
1/31/21,0,0,6,5,1.4,6.4
2/1/21,2,0,18,13,1.7,6.2
2/2/21,6,5,21,17,1.7,6.2
2/3/21,1,5,12,13,1.7,6.2
2/4/21,3,4,14,21,1.7,6.2
2/5/21,1,8,10,13,1.7,6.2
2/6/21,6,3,3,10,1.7,6.2
2/7/21,1,4,6,9,1.7,6.2
2/8/21,7,5,16,9,1.7,6.2
2/9/21,2,1,19,23,1.7,6.2
2/10/21,4,1,14,9,1.7,6.2
2/11/21,5,7,18,11,1.7,6.2
2/12/21,1,0,8,14,1.7,6.2
2/13/21,4,9,6,13,1.7,6.2
2/14/21,2,0,,1,1.7,6.2
2/15/21,0,0,,,1.7,6.2
2/16/21,9,6,,,1.7,6.2
2/17/21,0,1,5,,1.7,6.2
2/18/21,1,2,2,5,1.7,6.2
2/19/21,2,4,4,3,1.7,6.2
2/20/21,3,7,12,8,1.7,6.2
2/21/21,0,0,3,8,1.7,6.2
2/22/21,5,7,19,11,1.7,6.2
2/23/21,3,5,11,18,1.7,6.2
2/24/21,1,0,4,8,1.7,6.2
2/25/21,2,4,11,10,1.7,6.2
2/26/21,2,5,12,15,1.7,6.2
2/27/21,3,8,8,13,1.7,6.2
2/28/21,0,0,5,8,1.7,6.2
3/1/21,4,0,8,10,2.6,6.1
3/2/21,7,7,26,31,2.6,6.1
3/3/21,4,8,29,12,2.6,6.1
3/4/21,1,0,6,21,2.6,6.1
3/5/21,4,6,15,7,2.6,6.1
3/6/21,3,5,2,16,2.6,6.1
3/7/21,2,0,10,3,2.6,6.1
3/8/21,1,1,19,10,2.6,6.1
3/9/21,1,2,13,15,2.6,6.1
3/10/21,3,3,15,9,2.6,6.1
3/11/21,0,4,25,7,2.6,6.1
3/12/21,0,4,12,23,2.6,6.1
3/13/21,5,1,2,31,2.6,6.1
3/14/21,0,0,7,4,2.6,6.1
3/15/21,1,3,13,15,2.6,6.1
3/16/21,5,4,15,21,2.6,6.1
3/17/21,2,2,7,8,2.6,6.1
3/18/21,2,7,19,13,2.6,6.1
3/19/21,3,0,14,12,2.6,6.1
3/20/21,1,1,8,10,2.6,6.1
3/21/21,2,0,14,6,2.6,6.1
3/22/21,1,0,18,9,2.6,6.1
3/23/21,2,6,12,21,2.6,6.1
3/24/21,2,5,21,8,2.6,6.1
3/25/21,1,1,11,9,2.6,6.1
3/26/21,3,2,15,15,2.6,6.1
3/27/21,2,4,6,15,2.6,6.1
3/28/21,0,0,13,12,2.6,6.1
3/29/21,1,0,13,21,2.6,6.1
3/30/21,1,0,17,11,2.6,6.1
3/31/21,0,0,27,14,2.6,6.1
4/1/21,6,1,11,16,4.2,6.1
4/2/21,1,0,12,19,4.2,6.1
4/3/21,6,8,4,18,4.2,6.1
4/4/21,1,0,6,10,4.2,6.1
4/5/21,3,0,20,13,4.2,6.1
4/6/21,0,13,12,13,4.2,6.1
4/7/21,3,4,10,10,4.2,6.1
4/8/21,2,4,13,14,4.2,6.1
4/9/21,0,5,10,11,4.2,6.1
4/10/21,2,0,6,7,4.2,6.1
4/11/21,0,0,7,13,4.2,6.1
4/12/21,3,0,15,11,4.2,6.1
4/13/21,3,5,31,12,4.2,6.1
4/14/21,3,8,21,11,4.2,6.1
4/15/21,2,5,16,7,4.2,6.1
4/16/21,2,4,27,23,4.2,6.1
4/17/21,5,3,11,15,4.2,6.1
4/18/21,5,0,10,9,4.2,6.1
4/19/21,2,4,19,23,4.2,6.1
4/20/21,1,2,17,20,4.2,6.1
4/21/21,6,5,31,8,4.2,6.1
4/22/21,2,4,11,14,4.2,6.1
4/23/21,4,3,22,16,4.2,6.1
4/24/21,2,4,9,8,4.2,6.1
4/25/21,1,0,6,5,4.2,6.1
4/26/21,5,0,14,19,4.2,6.1
4/27/21,1,1,9,13,4.2,6.1
4/28/21,6,3,13,11,4.2,6.1
4/29/21,4,13,22,16,4.2,6.1
4/30/21,2,4,16,28,4.2,6.1
5/1/21,6,12,11,28,5,5.8
5/2/21,2,4,9,7,5,5.8
5/3/21,3,1,25,16,5,5.8
5/4/21,7,2,15,18,5,5.8
5/5/21,3,7,13,32,5,5.8
5/6/21,1,8,13,19,5,5.8
5/7/21,3,4,14,22,5,5.8
5/8/21,2,4,11,22,5,5.8
5/9/21,1,0,9,24,5,5.8
5/10/21,2,0,15,14,5,5.8
5/11/21,2,8,12,23,5,5.8
5/12/21,4,2,19,8,5,5.8
5/13/21,1,1,22,15,5,5.8
5/14/21,2,7,15,16,5,5.8
5/15/21,2,3,17,12,5,5.8
5/16/21,1,0,9,13,5,5.8
5/17/21,2,0,17,13,5,5.8
5/18/21,8,5,16,25,5,5.8
5/19/21,5,5,13,7,5,5.8
5/20/21,1,3,20,22,5,5.8
5/21/21,1,1,9,14,5,5.8
5/22/21,2,6,8,11,5,5.8
5/23/21,1,0,11,6,5,5.8
5/24/21,3,0,20,11,5,5.8
5/25/21,0,6,28,20,5,5.8
5/26/21,3,2,19,13,5,5.8
5/27/21,2,9,25,15,5,5.8
5/28/21,5,3,15,15,5,5.8
5/29/21,2,4,9,10,5,5.8
5/30/21,1,0,20,6,5,5.8
5/31/21,2,8,11,4,5,5.8
6/1/21,10,12,20,23,5.4,5.9
6/2/21,0,10,17,16,5.4,5.9
6/3/21,2,9,28,20,5.4,5.9
6/4/21,1,2,16,14,5.4,5.9
6/5/21,3,2,5,22,5.4,5.9
6/6/21,0,0,10,12,5.4,5.9
6/7/21,2,0,21,25,5.4,5.9
6/8/21,7,1,22,26,5.4,5.9
6/9/21,1,4,24,18,5.4,5.9
6/10/21,3,5,26,14,5.4,5.9
6/11/21,3,3,45,12,5.4,5.9
6/12/21,0,1,24,19,5.4,5.9
6/13/21,1,0,22,9,5.4,5.9
6/14/21,5,0,10,16,5.4,5.9
6/15/21,3,4,48,22,5.4,5.9
6/16/21,2,0,28,22,5.4,5.9
6/17/21,1,6,24,28,5.4,5.9
6/18/21,4,1,9,2,5.4,5.9
6/19/21,4,7,6,16,5.4,5.9
6/20/21,0,0,9,12,5.4,5.9
6/21/21,1,0,33,39,5.4,5.9
6/22/21,5,4,19,21,5.4,5.9
6/23/21,2,8,29,20,5.4,5.9
6/24/21,1,8,14,13,5.4,5.9
6/25/21,1,0,19,30,5.4,5.9
6/26/21,5,4,13,27,5.4,5.9
6/27/21,2,0,3,5,5.4,5.9
6/28/21,3,0,25,36,5.4,5.9
6/29/21,7,6,18,24,5.4,5.9
6/30/21,4,3,20,30,5.4,5.9
7/1/21,3,6,15,23,5.4,5.4
7/2/21,1,0,35,27,5.4,5.4
7/3/21,2,2,11,15,5.4,5.4
7/4/21,0,0,11,11,5.4,5.4
7/5/21,4,0,8,2,5.4,5.4
7/6/21,7,0,34,43,5.4,5.4
7/7/21,2,4,37,24,5.4,5.4
7/8/21,6,2,39,18,5.4,5.4
7/9/21,2,4,24,8,5.4,5.4
7/10/21,4,2,10,30,5.4,5.4
7/11/21,1,0,3,11,5.4,5.4
7/12/21,1,0,27,22,5.4,5.4
7/13/21,3,9,27,15,5.4,5.4
7/14/21,3,4,28,29,5.4,5.4
7/15/21,0,3,22,28,5.4,5.4
7/16/21,1,3,28,20,5.4,5.4
7/17/21,3,1,18,16,5.4,5.4
7/18/21,1,0,11,12,5.4,5.4
7/19/21,4,1,19,27,5.4,5.4
7/20/21,2,4,24,32,5.4,5.4
7/21/21,2,2,17,17,5.4,5.4
7/22/21,1,4,23,15,5.4,5.4
7/23/21,1,1,29,15,5.4,5.4
7/24/21,2,2,17,19,5.4,5.4
7/25/21,11,0,5,37,5.4,5.4
7/26/21,6,0,13,29,5.4,5.4
7/27/21,3,4,21,25,5.4,5.4
7/28/21,1,1,32,6,5.4,5.4
7/29/21,3,1,32,19,5.4,5.4
7/30/21,7,2,18,25,5.4,5.4
7/31/21,0,1,12,12,5.4,5.4
8/1/21,1,0,7,6,5.3,5.1
8/2/21,1,0,29,33,5.3,5.1
8/3/21,8,1,32,26,5.3,5.1
8/4/21,1,1,25,17,5.3,5.1
8/5/21,10,2,16,17,5.3,5.1
8/6/21,3,2,21,42,5.3,5.1
8/7/21,5,1,16,7,5.3,5.1
8/8/21,2,1,9,8,5.3,5.1
8/9/21,1,0,25,13,5.3,5.1
8/10/21,5,1,19,20,5.3,5.1
8/11/21,2,0,19,19,5.3,5.1
8/12/21,4,1,22,13,5.3,5.1
8/13/21,2,0,15,13,5.3,5.1
8/14/21,3,1,7,29,5.3,5.1
8/15/21,1,2,4,10,5.3,5.1
8/16/21,2,0,39,18,5.3,5.1
8/17/21,5,2,27,23,5.3,5.1
8/18/21,3,1,20,20,5.3,5.1
8/19/21,6,1,22,22,5.3,5.1
8/20/21,0,3,21,21,5.3,5.1
8/21/21,2,2,7,15,5.3,5.1
8/22/21,0,0,18,24,5.3,5.1
8/23/21,0,0,28,26,5.3,5.1
8/24/21,8,2,25,23,5.3,5.1
8/25/21,3,1,18,13,5.3,5.1
8/26/21,3,2,25,25,5.3,5.1
8/27/21,1,3,26,23,5.3,5.1
8/28/21,4,2,14,24,5.3,5.1
8/29/21,2,0,6,9,5.3,5.1
8/30/21,3,0,30,22,5.3,5.1
8/31/21,5,2,26,17,5.3,5.1
9/1/21,2,1,22,15,5.4,4.7
9/2/21,0,1,16,14,5.4,4.7
9/3/21,3,6,22,20,5.4,4.7
9/4/21,2,1,15,16,5.4,4.7
9/5/21,1,0,7,23,5.4,4.7
9/6/21,0,0,3,,5.4,4.7
9/7/21,3,2,21,23,5.4,4.7
9/8/21,3,5,22,19,5.4,4.7
9/9/21,8,3,22,28,5.4,4.7
9/10/21,4,3,21,11,5.4,4.7
9/11/21,2,2,7,23,5.4,4.7
9/12/21,1,0,21,11,5.4,4.7
9/13/21,4,1,19,34,5.4,4.7
9/14/21,2,2,26,19,5.4,4.7
9/15/21,4,5,26,14,5.4,4.7
9/16/21,2,3,25,30,5.4,4.7
9/17/21,0,4,34,19,5.4,4.7
9/18/21,2,2,11,35,5.4,4.7
9/19/21,1,0,7,15,5.4,4.7
9/20/21,3,0,19,27,5.4,4.7
9/21/21,4,7,38,23,5.4,4.7
9/22/21,3,2,19,21,5.4,4.7
9/23/21,7,2,23,23,5.4,4.7
9/24/21,3,2,26,25,5.4,4.7
9/25/21,1,0,12,16,5.4,4.7
9/26/21,1,0,8,12,5.4,4.7
9/27/21,0,1,23,30,5.4,4.7
9/28/21,1,2,18,41,5.4,4.7
9/29/21,3,2,38,26,5.4,4.7
9/30/21,4,3,30,13,5.4,4.7
10/1/21,3,4,22,17,6.2,4.5
10/2/21,3,3,17,12,6.2,4.5
10/3/21,0,5,13,12,6.2,4.5
10/4/21,6,0,13,32,6.2,4.5
10/5/21,9,2,21,23,6.2,4.5
10/6/21,6,2,26,14,6.2,4.5
10/7/21,2,1,29,15,6.2,4.5
10/8/21,2,0,21,39,6.2,4.5
10/9/21,1,2,11,18,6.2,4.5
10/10/21,0,0,8,10,6.2,4.5
10/11/21,3,3,27,24,6.2,4.5
10/12/21,4,0,22,20,6.2,4.5
10/13/21,2,3,22,18,6.2,4.5
10/14/21,2,3,20,14,6.2,4.5
10/15/21,3,4,20,18,6.2,4.5
10/16/21,4,1,10,9,6.2,4.5
10/17/21,1,0,15,8,6.2,4.5
10/18/21,7,0,24,32,6.2,4.5
10/19/21,0,4,19,22,6.2,4.5
10/20/21,3,2,33,20,6.2,4.5
10/21/21,1,1,17,14,6.2,4.5
10/22/21,1,1,20,35,6.2,4.5
10/23/21,1,4,10,16,6.2,4.5
10/24/21,0,0,11,10,6.2,4.5
10/25/21,4,0,28,25,6.2,4.5
10/26/21,8,1,20,27,6.2,4.5
10/27/21,1,8,21,12,6.2,4.5
10/28/21,3,4,21,15,6.2,4.5
10/29/21,3,7,16,12,6.2,4.5
10/30/21,3,4,9,13,6.2,4.5
10/31/21,1,0,13,8,6.2,4.5
11/1/21,3,0,23,45,6.8,4.1
11/2/21,3,6,19,11,6.8,4.1
11/3/21,4,1,21,8,6.8,4.1
11/4/21,5,3,19,17,6.8,4.1
11/5/21,3,7,32,42,6.8,4.1
11/6/21,2,1,12,12,6.8,4.1
11/7/21,4,0,6,17,6.8,4.1
11/8/21,6,0,20,20,6.8,4.1
11/9/21,4,4,24,15,6.8,4.1
11/10/21,4,2,35,19,6.8,4.1
11/11/21,0,0,7,1,6.8,4.1
11/12/21,6,2,28,22,6.8,4.1
11/13/21,2,1,11,44,6.8,4.1
11/14/21,2,0,5,14,6.8,4.1
11/15/21,0,5,29,30,6.8,4.1
11/16/21,6,2,19,13,6.8,4.1
11/17/21,0,6,37,14,6.8,4.1
11/18/21,0,2,31,12,6.8,4.1
11/19/21,3,6,15,37,6.8,4.1
11/20/21,1,5,7,18,6.8,4.1
11/21/21,3,0,9,12,6.8,4.1
11/22/21,3,2,29,14,6.8,4.1
11/23/21,1,5,28,16,6.8,4.1
11/24/21,2,5,26,24,6.8,4.1
11/25/21,0,0,3,,6.8,4.1
11/26/21,0,0,9,3,6.8,4.1
11/27/21,6,10,9,30,6.8,4.1
11/28/21,1,1,12,10,6.8,4.1
11/29/21,3,0,27,32,6.8,4.1
11/30/21,0,1,12,15,6.8,4.1
12/1/21,2,1,16,28,7,3.9
12/2/21,0,1,34,15,7,3.9
12/3/21,1,4,25,15,7,3.9
12/4/21,0,4,17,18,7,3.9
12/5/21,3,7,12,15,7,3.9
12/6/21,1,0,39,28,7,3.9
12/7/21,1,4,10,14,7,3.9
12/8/21,3,4,21,17,7,3.9
12/9/21,5,1,21,14,7,3.9
12/10/21,1,3,19,40,7,3.9
12/11/21,4,3,14,27,7,3.9
12/12/21,0,0,6,7,7,3.9
12/13/21,0,13,33,17,7,3.9
12/14/21,4,4,25,16,7,3.9
12/15/21,0,3,18,16,7,3.9
12/16/21,4,2,16,25,7,3.9
12/17/21,3,3,29,16,7,3.9
12/18/21,4,5,9,13,7,3.9
12/19/21,3,0,9,25,7,3.9
12/20/21,3,0,30,38,7,3.9
12/21/21,3,1,22,32,7,3.9
12/22/21,5,3,24,28,7,3.9
12/23/21,3,3,12,25,7,3.9
12/24/21,0,0,4,1,7,3.9
12/25/21,9,0,,,7,3.9
12/26/21,0,0,18,13,7,3.9
12/27/21,1,0,36,21,7,3.9
12/28/21,4,3,40,13,7,3.9
12/29/21,8,6,38,36,7,3.9
12/30/21,2,2,15,18,7,3.9
12/31/21,4,1,32,25,7,3.9
1/1/22,4,0,2,4,7.5,4
1/2/22,4,0,21,14,7.5,4
1/3/22,14,0,30,30,7.5,4
1/4/22,3,1,28,20,7.5,4
1/5/22,4,1,14,19,7.5,4
1/6/22,1,2,22,23,7.5,4
1/7/22,5,2,27,61,7.5,4
1/8/22,2,5,21,18,7.5,4
1/9/22,1,0,6,10,7.5,4
1/10/22,5,0,36,11,7.5,4
1/11/22,3,2,22,17,7.5,4
1/12/22,4,3,19,30,7.5,4
1/13/22,5,1,20,19,7.5,4
1/14/22,2,2,20,31,7.5,4
1/15/22,7,3,15,16,7.5,4
1/16/22,0,0,9,15,7.5,4
1/17/22,0,2,9,3,7.5,4
1/18/22,2,6,37,40,7.5,4
1/19/22,4,3,24,22,7.5,4
1/20/22,4,2,18,16,7.5,4
1/21/22,4,2,43,22,7.5,4
1/22/22,4,1,12,14,7.5,4
1/23/22,2,0,,2,7.5,4
1/24/22,9,2,23,31,7.5,4
1/25/22,5,11,23,21,7.5,4
1/26/22,8,4,30,30,7.5,4
1/27/22,3,2,23,15,7.5,4
1/28/22,3,1,14,5,7.5,4
1/29/22,1,2,14,22,7.5,4
1/30/22,1,0,7,1,7.5,4
1/31/22,0,0,35,18,7.5,4
2/1/22,2,3,24,13,7.9,3.8
2/2/22,2,1,33,49,7.9,3.8
2/3/22,4,2,8,4,7.9,3.8
2/4/22,2,4,3,,7.9,3.8
2/5/22,1,1,18,22,7.9,3.8
2/6/22,0,0,2,1,7.9,3.8
2/7/22,2,0,33,18,7.9,3.8
2/8/22,1,5,36,24,7.9,3.8
2/9/22,2,3,19,24,7.9,3.8
2/10/22,5,10,30,59,7.9,3.8
2/11/22,0,0,21,24,7.9,3.8
2/12/22,3,6,9,35,7.9,3.8
2/13/22,0,2,3,3,7.9,3.8
2/14/22,2,2,26,19,7.9,3.8
2/15/22,3,2,29,30,7.9,3.8
2/16/22,0,3,14,13,7.9,3.8
