Date,SonomaIntakes,SonomaOutcomes,AustinIntakes,AustinOutcomes,Inflation Rate,Unemployment Rate
2/17/22,4,3,16,16,7.9,3.8
2/18/22,1,4,30,21,7.9,3.8
2/19/22,3,3,8,13,7.9,3.8
2/20/22,1,0,3,,7.9,3.8
2/21/22,1,0,27,,7.9,3.8
2/22/22,6,3,23,34,7.9,3.8
2/23/22,15,6,21,21,7.9,3.8
2/24/22,14,0,24,17,7.9,3.8
2/25/22,4,1,17,37,7.9,3.8
2/26/22,5,2,7,16,7.9,3.8
2/27/22,0,0,5,1,7.9,3.8
2/28/22,3,4,14,22,7.9,3.8
3/1/22,6,1,21,19,8.5,3.6
3/2/22,2,2,21,20,8.5,3.6
3/3/22,2,4,32,22,8.5,3.6
3/4/22,1,3,26,13,8.5,3.6
3/5/22,1,1,18,20,8.5,3.6
3/6/22,0,0,5,2,8.5,3.6
3/7/22,3,0,24,24,8.5,3.6
3/8/22,4,2,20,18,8.5,3.6
3/9/22,7,1,17,19,8.5,3.6
3/10/22,1,3,17,10,8.5,3.6
3/11/22,3,4,22,24,8.5,3.6
3/12/22,6,2,8,27,8.5,3.6
3/13/22,0,0,6,2,8.5,3.6
3/14/22,1,2,14,50,8.5,3.6
3/15/22,3,1,23,21,8.5,3.6
3/16/22,2,2,21,16,8.5,3.6
3/17/22,3,3,20,12,8.5,3.6
3/18/22,1,2,28,17,8.5,3.6
3/19/22,2,4,10,24,8.5,3.6
3/20/22,1,0,5,,8.5,3.6
3/21/22,2,0,9,9,8.5,3.6
3/22/22,4,5,27,14,8.5,3.6
3/23/22,2,2,8,25,8.5,3.6
3/24/22,8,6,23,15,8.5,3.6
3/25/22,4,2,12,21,8.5,3.6
3/26/22,4,1,14,18,8.5,3.6
3/27/22,2,0,2,1,8.5,3.6
3/28/22,5,0,18,24,8.5,3.6
3/29/22,1,3,21,15,8.5,3.6
3/30/22,3,7,32,21,8.5,3.6
3/31/22,0,0,15,16,8.5,3.6
4/1/22,2,1,40,15,8.3,3.7
4/2/22,4,4,11,26,8.3,3.7
4/3/22,3,0,4,1,8.3,3.7
4/4/22,5,1,48,17,8.3,3.7
4/5/22,7,3,23,16,8.3,3.7
4/6/22,4,5,9,54,8.3,3.7
4/7/22,3,1,20,15,8.3,3.7
4/8/22,1,6,16,17,8.3,3.7
4/9/22,3,2,4,28,8.3,3.7
4/10/22,2,0,8,7,8.3,3.7
4/11/22,9,2,42,18,8.3,3.7
4/12/22,8,9,22,26,8.3,3.7
4/13/22,2,2,28,28,8.3,3.7
4/14/22,7,5,21,12,8.3,3.7
4/15/22,5,5,21,20,8.3,3.7
4/16/22,1,7,10,17,8.3,3.7
4/17/22,0,0,5,14,8.3,3.7
4/18/22,0,0,19,20,8.3,3.7
4/19/22,2,0,21,30,8.3,3.7
4/20/22,5,3,10,11,8.3,3.7
4/21/22,5,1,17,27,8.3,3.7
4/22/22,4,1,40,23,8.3,3.7
4/23/22,4,2,23,17,8.3,3.7
4/24/22,1,0,3,,8.3,3.7
4/25/22,6,0,14,9,8.3,3.7
4/26/22,4,3,23,23,8.3,3.7
4/27/22,10,4,22,36,8.3,3.7
4/28/22,15,2,16,11,8.3,3.7
4/29/22,5,2,28,41,8.3,3.7
4/30/22,2,2,5,24,8.3,3.7
5/1/22,0,0,4,5,8.6,3.6
5/2/22,3,3,49,17,8.6,3.6
5/3/22,7,3,21,25,8.6,3.6
5/4/22,6,3,20,4,8.6,3.6
5/5/22,2,1,22,9,8.6,3.6
5/6/22,2,3,23,25,8.6,3.6
5/7/22,2,4,6,16,8.6,3.6
5/8/22,2,0,5,,8.6,3.6
5/9/22,0,0,29,35,8.6,3.6
5/10/22,1,1,15,20,8.6,3.6
5/11/22,2,3,28,13,8.6,3.6
5/12/22,0,5,26,29,8.6,3.6
5/13/22,3,1,31,14,8.6,3.6
5/14/22,1,4,7,12,8.6,3.6
5/15/22,2,0,4,,8.6,3.6
5/16/22,1,0,24,24,8.6,3.6
5/17/22,1,1,13,10,8.6,3.6
5/18/22,4,4,24,13,8.6,3.6
5/19/22,0,1,28,10,8.6,3.6
5/20/22,0,4,17,47,8.6,3.6
5/21/22,3,2,14,9,8.6,3.6
5/22/22,1,0,4,1,8.6,3.6
5/23/22,3,2,44,26,8.6,3.6
5/24/22,7,1,18,40,8.6,3.6
5/25/22,2,2,26,23,8.6,3.6
5/26/22,3,1,23,24,8.6,3.6
5/27/22,2,5,11,22,8.6,3.6
5/28/22,2,2,9,13,8.6,3.6
5/29/22,2,1,5,1,8.6,3.6
5/30/22,0,0,12,1,8.6,3.6
5/31/22,5,1,26,31,8.6,3.6
6/1/22,3,2,40,23,9.1,3.6
6/2/22,2,2,14,11,9.1,3.6
6/3/22,1,0,11,28,9.1,3.6
6/4/22,6,3,11,37,9.1,3.6
6/5/22,0,0,4,3,9.1,3.6
6/6/22,1,1,9,13,9.1,3.6
6/7/22,4,4,26,19,9.1,3.6
6/8/22,2,8,20,50,9.1,3.6
6/9/22,5,7,15,5,9.1,3.6
6/10/22,3,6,21,13,9.1,3.6
6/11/22,3,5,13,13,9.1,3.6
6/12/22,3,0,7,2,9.1,3.6
6/13/22,1,4,15,13,9.1,3.6
6/14/22,0,2,17,14,9.1,3.6
6/15/22,4,1,36,9,9.1,3.6
6/16/22,1,5,37,20,9.1,3.6
6/17/22,2,1,13,17,9.1,3.6
6/18/22,4,4,4,10,9.1,3.6
6/19/22,0,0,4,6,9.1,3.6
6/20/22,3,0,28,25,9.1,3.6
6/21/22,3,3,20,21,9.1,3.6
6/22/22,5,0,33,10,9.1,3.6
6/23/22,8,0,33,45,9.1,3.6
6/24/22,7,2,22,46,9.1,3.6
6/25/22,3,6,16,15,9.1,3.6
6/26/22,1,1,1,1,9.1,3.6
6/27/22,2,0,28,20,9.1,3.6
6/28/22,10,3,19,34,9.1,3.6
6/29/22,3,1,27,12,9.1,3.6
6/30/22,5,6,23,16,9.1,3.6
7/1/22,5,1,29,18,8.5,3.5
7/2/22,1,7,,9,8.5,3.5
7/3/22,6,0,2,4,8.5,3.5
7/4/22,2,2,4,2,8.5,3.5
7/5/22,7,4,13,20,8.5,3.5
7/6/22,10,5,45,15,8.5,3.5
7/7/22,1,1,36,25,8.5,3.5
7/8/22,3,4,30,13,8.5,3.5
7/9/22,1,2,8,16,8.5,3.5
7/10/22,0,0,4,3,8.5,3.5
7/11/22,3,0,26,16,8.5,3.5
7/12/22,8,9,46,29,8.5,3.5
7/13/22,5,1,20,16,8.5,3.5
7/14/22,1,2,31,31,8.5,3.5
7/15/22,2,3,16,26,8.5,3.5
7/16/22,3,5,10,13,8.5,3.5
7/17/22,0,0,11,25,8.5,3.5
7/18/22,2,0,34,22,8.5,3.5
7/19/22,4,3,22,19,8.5,3.5
7/20/22,2,1,33,44,8.5,3.5
7/21/22,1,0,27,14,8.5,3.5
7/22/22,6,0,50,17,8.5,3.5
7/23/22,3,2,28,28,8.5,3.5
7/24/22,1,0,12,5,8.5,3.5
7/25/22,4,0,34,31,8.5,3.5
7/26/22,6,2,17,50,8.5,3.5
7/27/22,2,3,44,17,8.5,3.5
7/28/22,3,4,16,17,8.5,3.5
7/29/22,1,7,19,26,8.5,3.5
7/30/22,2,4,29,12,8.5,3.5
7/31/22,2,0,,,8.5,3.5
8/1/22,1,0,37,22,8.3,3.6
8/2/22,5,1,15,15,8.3,3.6
8/3/22,3,0,31,19,8.3,3.6
8/4/22,2,4,23,19,8.3,3.6
8/5/22,3,3,24,32,8.3,3.6
8/6/22,3,2,11,12,8.3,3.6
8/7/22,1,1,5,1,8.3,3.6
8/8/22,8,0,18,30,8.3,3.6
8/9/22,4,1,19,19,8.3,3.6
8/10/22,5,3,17,28,8.3,3.6
8/11/22,8,0,27,18,8.3,3.6
8/12/22,2,5,19,46,8.3,3.6
8/13/22,1,1,10,19,8.3,3.6
8/14/22,0,0,3,1,8.3,3.6
8/15/22,0,0,23,18,8.3,3.6
8/16/22,3,0,35,17,8.3,3.6
8/17/22,1,5,26,19,8.3,3.6
8/18/22,5,2,22,26,8.3,3.6
8/19/22,2,2,33,15,8.3,3.6
8/20/22,6,3,4,20,8.3,3.6
8/21/22,2,1,5,1,8.3,3.6
8/22/22,2,0,21,26,8.3,3.6
8/23/22,5,2,27,11,8.3,3.6
8/24/22,2,1,23,37,8.3,3.6
8/25/22,2,2,20,26,8.3,3.6
8/26/22,10,2,28,21,8.3,3.6
8/27/22,3,1,12,33,8.3,3.6
8/28/22,2,0,3,1,8.3,3.6
8/29/22,1,0,36,22,8.3,3.6
8/30/22,6,3,23,27,8.3,3.6
8/31/22,4,2,19,40,8.3,3.6
9/1/22,2,1,40,23,8.2,3.5
9/2/22,8,1,17,15,8.2,3.5
9/3/22,0,6,12,17,8.2,3.5
9/4/22,0,0,5,,8.2,3.5
9/5/22,0,0,7,4,8.2,3.5
9/6/22,4,1,26,18,8.2,3.5
9/7/22,2,6,29,19,8.2,3.5
9/8/22,1,1,26,16,8.2,3.5
9/9/22,2,3,16,37,8.2,3.5
9/10/22,6,3,14,16,8.2,3.5
9/11/22,1,0,3,1,8.2,3.5
9/12/22,2,0,21,24,8.2,3.5
9/13/22,4,2,12,27,8.2,3.5
9/14/22,5,2,5,25,8.2,3.5
9/15/22,4,3,1,25,8.2,3.5
9/16/22,2,3,7,33,8.2,3.5
9/17/22,3,3,7,20,8.2,3.5
9/18/22,0,0,4,,8.2,3.5
9/19/22,3,0,9,38,8.2,3.5
9/20/22,3,2,10,17,8.2,3.5
9/21/22,3,2,14,21,8.2,3.5
9/22/22,0,5,18,22,8.2,3.5
9/23/22,6,5,17,27,8.2,3.5
9/24/22,3,2,7,5,8.2,3.5
9/25/22,1,0,6,10,8.2,3.5
9/26/22,4,0,14,24,8.2,3.5
9/27/22,8,1,14,16,8.2,3.5
9/28/22,1,6,13,15,8.2,3.5
9/29/22,6,2,16,18,8.2,3.5
9/30/22,3,4,13,29,8.2,3.5
10/1/22,6,2,8,9,7.7,3.6
10/2/22,0,0,12,3,7.7,3.6
10/3/22,0,1,11,15,7.7,3.6
10/4/22,7,5,14,8,7.7,3.6
10/5/22,3,1,10,15,7.7,3.6
10/6/22,3,6,19,18,7.7,3.6
10/7/22,2,4,15,15,7.7,3.6
10/8/22,1,2,14,10,7.7,3.6
10/9/22,0,0,4,18,7.7,3.6
10/10/22,5,0,32,42,7.7,3.6
10/11/22,6,6,19,16,7.7,3.6
10/12/22,5,2,10,7,7.7,3.6
10/13/22,4,3,25,14,7.7,3.6
10/14/22,3,7,11,15,7.7,3.6
10/15/22,6,3,13,6,7.7,3.6
10/16/22,0,0,3,8,7.7,3.6
10/17/22,6,0,18,11,7.7,3.6
10/18/22,4,1,27,11,7.7,3.6
10/19/22,0,3,19,17,7.7,3.6
10/20/22,1,2,14,10,7.7,3.6
10/21/22,2,1,17,25,7.7,3.6
10/22/22,7,2,25,8,7.7,3.6
10/23/22,3,0,4,6,7.7,3.6
10/24/22,2,0,11,18,7.7,3.6
10/25/22,4,2,28,22,7.7,3.6
10/26/22,2,4,33,32,7.7,3.6
10/27/22,2,1,20,6,7.7,3.6
10/28/22,3,2,31,22,7.7,3.6
10/29/22,1,2,8,11,7.7,3.6
10/30/22,0,0,11,7,7.7,3.6
10/31/22,0,0,10,16,7.7,3.6
11/1/22,2,1,19,15,7.1,3.6
11/2/22,4,2,21,11,7.1,3.6
11/3/22,4,8,16,6,7.1,3.6
11/4/22,1,5,16,44,7.1,3.6
11/5/22,3,1,9,15,7.1,3.6
11/6/22,0,0,5,16,7.1,3.6
11/7/22,3,1,21,14,7.1,3.6
11/8/22,3,2,15,11,7.1,3.6
11/9/22,4,1,17,11,7.1,3.6
11/10/22,1,3,23,9,7.1,3.6
11/11/22,0,3,3,1,7.1,3.6
11/12/22,5,2,9,15,7.1,3.6
11/13/22,0,0,3,5,7.1,3.6
11/14/22,3,0,20,14,7.1,3.6
11/15/22,7,5,12,17,7.1,3.6
11/16/22,3,2,18,17,7.1,3.6
11/17/22,7,1,21,19,7.1,3.6
11/18/22,6,2,19,15,7.1,3.6
11/19/22,2,10,3,13,7.1,3.6
11/20/22,1,0,5,7,7.1,3.6
11/21/22,2,0,22,14,7.1,3.6
11/22/22,2,2,20,15,7.1,3.6
11/23/22,4,1,23,13,7.1,3.6
11/24/22,0,0,4,,7.1,3.6
11/25/22,1,0,10,19,7.1,3.6
11/26/22,3,3,13,14,7.1,3.6
11/27/22,0,0,4,5,7.1,3.6
11/28/22,6,2,20,17,7.1,3.6
11/29/22,4,7,26,17,7.1,3.6
11/30/22,2,1,24,13,7.1,3.6
12/1/22,4,3,17,11,6.5,3.5
12/2/22,2,3,16,13,6.5,3.5
12/3/22,3,1,8,12,6.5,3.5
12/4/22,0,0,4,10,6.5,3.5
12/5/22,2,0,9,16,6.5,3.5
12/6/22,8,5,34,16,6.5,3.5
12/7/22,4,3,10,12,6.5,3.5
12/8/22,3,2,30,2,6.5,3.5
12/9/22,4,1,10,8,6.5,3.5
12/10/22,1,4,8,24,6.5,3.5
12/11/22,0,0,8,7,6.5,3.5
12/12/22,11,4,7,16,6.5,3.5
12/13/22,3,1,23,24,6.5,3.5
12/14/22,2,5,14,9,6.5,3.5
12/15/22,5,2,11,18,6.5,3.5
12/16/22,6,1,18,17,6.5,3.5
12/17/22,3,1,5,19,6.5,3.5
12/18/22,0,0,3,14,6.5,3.5
12/19/22,2,0,9,16,6.5,3.5
12/20/22,6,5,20,22,6.5,3.5
12/21/22,8,2,28,17,6.5,3.5
12/22/22,2,3,38,25,6.5,3.5
12/23/22,1,7,12,10,6.5,3.5
12/24/22,2,4,5,,6.5,3.5
12/25/22,0,0,2,1,6.5,3.5
12/26/22,1,3,6,1,6.5,3.5
12/27/22,8,1,36,18,6.5,3.5
12/28/22,8,0,15,23,6.5,3.5
12/29/22,3,2,11,19,6.5,3.5
12/30/22,1,4,12,18,6.5,3.5
12/31/22,4,7,13,17,6.5,3.5
1/1/23,4,0,2,2,6.4,3.4
1/2/23,1,0,10,1,6.4,3.4
1/3/23,4,2,26,23,6.4,3.4
1/4/23,0,6,19,17,6.4,3.4
1/5/23,3,2,21,22,6.4,3.4
1/6/23,6,4,24,17,6.4,3.4
1/7/23,2,1,7,18,6.4,3.4
1/8/23,2,0,6,10,6.4,3.4
1/9/23,7,0,22,19,6.4,3.4
1/10/23,8,1,18,17,6.4,3.4
1/11/23,9,3,33,19,6.4,3.4
1/12/23,8,3,22,8,6.4,3.4
1/13/23,7,1,28,22,6.4,3.4
1/14/23,5,3,8,13,6.4,3.4
1/15/23,0,0,2,24,6.4,3.4
1/16/23,0,0,3,1,6.4,3.4
1/17/23,7,1,21,23,6.4,3.4
1/18/23,2,4,33,19,6.4,3.4
1/19/23,6,2,13,46,6.4,3.4
1/20/23,4,2,18,20,6.4,3.4
1/21/23,6,1,8,17,6.4,3.4
1/22/23,2,1,6,7,6.4,3.4
1/23/23,1,2,17,10,6.4,3.4
1/24/23,4,11,16,15,6.4,3.4
1/25/23,6,6,14,12,6.4,3.4
1/26/23,2,3,14,8,6.4,3.4
1/27/23,4,1,17,16,6.4,3.4
1/28/23,6,3,11,16,6.4,3.4
1/29/23,2,0,8,9,6.4,3.4
1/30/23,3,7,23,16,6.4,3.4
1/31/23,7,1,12,5,6.4,3.4
2/1/23,2,1,2,,6,3.6
2/2/23,3,8,14,,6,3.6
2/3/23,11,1,20,21,6,3.6
2/4/23,5,10,9,16,6,3.6
2/5/23,0,0,10,13,6,3.6
2/6/23,4,0,30,25,6,3.6
2/7/23,6,3,21,26,6,3.6
2/8/23,5,5,25,13,6,3.6
2/9/23,1,2,22,12,6,3.6
2/10/23,3,1,13,20,6,3.6
2/11/23,2,5,16,31,6,3.6
2/12/23,0,2,6,12,6,3.6
2/13/23,0,0,12,21,6,3.6
2/14/23,3,4,12,18,6,3.6
2/15/23,7,2,23,13,6,3.6
2/16/23,1,3,11,28,6,3.6
2/17/23,4,1,16,16,6,3.6
2/18/23,2,2,28,10,6,3.6
2/19/23,2,0,16,15,6,3.6
2/20/23,1,0,17,1,6,3.6
2/21/23,5,5,22,30,6,3.6
2/22/23,1,3,13,11,6,3.6
2/23/23,3,6,9,7,6,3.6
2/24/23,0,2,16,15,6,3.6
2/25/23,3,8,9,13,6,3.6
2/26/23,0,0,3,14,6,3.6
2/27/23,0,0,32,30,6,3.6
2/28/23,10,3,14,12,6,3.6
3/1/23,4,3,11,16,5,3.5
3/2/23,2,1,25,14,5,3.5
3/3/23,5,4,13,19,5,3.5
3/4/23,5,2,12,27,5,3.5
3/5/23,0,0,6,14,5,3.5
3/6/23,9,0,15,12,5,3.5
3/7/23,9,3,30,17,5,3.5
3/8/23,4,5,30,19,5,3.5
3/9/23,3,2,16,16,5,3.5
3/10/23,2,3,22,25,5,3.5
3/11/23,6,2,10,13,5,3.5
3/12/23,0,0,6,18,5,3.5
3/13/23,3,0,33,18,5,3.5
3/14/23,3,1,19,20,5,3.5
3/15/23,5,3,19,30,5,3.5
3/16/23,3,3,25,18,5,3.5
3/17/23,2,8,19,24,5,3.5
3/18/23,6,4,9,18,5,3.5
3/19/23,1,0,1,9,5,3.5
3/20/23,4,2,16,16,5,3.5
3/21/23,2,1,29,12,5,3.5
3/22/23,2,0,27,15,5,3.5
3/23/23,7,4,20,18,5,3.5
3/24/23,7,2,19,7,5,3.5
3/25/23,9,4,8,21,5,3.5
3/26/23,4,2,14,14,5,3.5
3/27/23,3,0,11,20,5,3.5
3/28/23,1,0,17,14,5,3.5
3/29/23,0,2,14,20,5,3.5
3/30/23,9,1,14,18,5,3.5
3/31/23,2,0,24,12,5,3.5
4/1/23,8,3,5,22,4.9,3.4
4/2/23,3,0,5,16,4.9,3.4
4/3/23,9,4,15,13,4.9,3.4
4/4/23,6,3,24,11,4.9,3.4
4/5/23,5,7,19,13,4.9,3.4
4/6/23,7,3,18,16,4.9,3.4
4/7/23,3,1,11,16,4.9,3.4
4/8/23,3,1,13,23,4.9,3.4
4/9/23,1,0,14,11,4.9,3.4
4/10/23,2,1,22,21,4.9,3.4
4/11/23,3,3,17,8,4.9,3.4
4/12/23,0,4,24,20,4.9,3.4
4/13/23,6,3,19,15,4.9,3.4
4/14/23,1,3,16,25,4.9,3.4
4/15/23,4,6,12,22,4.9,3.4
4/16/23,1,0,10,14,4.9,3.4
4/17/23,5,9,11,16,4.9,3.4
4/18/23,6,6,17,15,4.9,3.4
4/19/23,1,2,12,3,4.9,3.4
4/20/23,5,2,20,9,4.9,3.4
4/21/23,6,1,16,18,4.9,3.4
4/22/23,7,3,16,20,4.9,3.4
4/23/23,0,0,8,11,4.9,3.4
4/24/23,4,0,26,14,4.9,3.4
4/25/23,7,4,23,15,4.9,3.4
4/26/23,1,2,26,15,4.9,3.4
4/27/23,1,2,24,13,4.9,3.4
4/28/23,3,3,19,13,4.9,3.4
4/29/23,1,4,11,18,4.9,3.4
4/30/23,0,0,7,12,4.9,3.4
5/1/23,2,0,19,24,4,3.7
5/2/23,10,1,14,11,4,3.7
5/3/23,3,7,32,8,4,3.7
5/4/23,4,3,15,12,4,3.7
5/5/23,8,1,32,15,4,3.7
5/6/23,3,1,10,13,4,3.7
5/7/23,0,0,5,20,4,3.7
5/8/23,3,0,23,28,4,3.7
5/9/23,4,1,15,14,4,3.7
5/10/23,6,4,24,11,4,3.7
5/11/23,5,8,11,23,4,3.7
5/12/23,9,0,19,31,4,3.7
5/13/23,4,1,7,13,4,3.7
5/14/23,0,0,10,17,4,3.7
5/15/23,2,0,24,17,4,3.7
5/16/23,3,3,23,19,4,3.7
5/17/23,0,3,23,17,4,3.7
5/18/23,10,3,22,23,4,3.7
5/19/23,3,1,9,4,4,3.7
5/20/23,7,3,3,8,4,3.7
5/21/23,3,3,6,15,4,3.7
5/22/23,4,0,24,20,4,3.7
5/23/23,2,4,18,21,4,3.7
5/24/23,3,5,18,12,4,3.7
5/25/23,4,3,18,8,4,3.7
5/26/23,11,2,16,17,4,3.7
5/27/23,5,4,10,11,4,3.7
5/28/23,0,0,4,15,4,3.7
5/29/23,0,0,10,2,4,3.7
5/30/23,6,6,17,29,4,3.7
5/31/23,5,0,17,11,4,3.7
6/1/23,3,4,21,20,3,3.6
6/2/23,5,4,20,22,3,3.6
6/3/23,1,0,16,10,3,3.6
6/4/23,0,0,6,10,3,3.6
6/5/23,6,0,33,33,3,3.6
6/6/23,6,6,14,14,3,3.6
6/7/23,4,2,16,22,3,3.6
6/8/23,7,2,9,15,3,3.6
6/9/23,5,6,26,10,3,3.6
6/10/23,2,3,7,22,3,3.6
6/11/23,1,0,4,10,3,3.6
6/12/23,1,0,19,24,3,3.6
6/13/23,3,1,20,15,3,3.6
6/14/23,8,3,13,21,3,3.6
6/15/23,1,3,8,5,3,3.6
6/16/23,9,1,16,15,3,3.6
6/17/23,4,2,12,6,3,3.6
6/18/23,0,0,8,8,3,3.6
6/19/23,3,6,11,1,3,3.6
6/20/23,10,1,14,11,3,3.6
6/21/23,3,3,19,21,3,3.6
6/22/23,5,2,24,26,3,3.6
6/23/23,5,1,13,9,3,3.6
6/24/23,4,3,9,14,3,3.6
6/25/23,0,1,9,10,3,3.6
6/26/23,3,0,22,18,3,3.6
6/27/23,2,1,11,14,3,3.6
6/28/23,2,3,7,13,3,3.6
6/29/23,7,5,10,17,3,3.6
6/30/23,2,1,15,15,3,3.6
7/1/23,5,4,12,4,3.2,3.5
7/2/23,3,0,2,4,3.2,3.5
7/3/23,3,4,16,13,3.2,3.5
7/4/23,2,0,6,2,3.2,3.5
7/5/23,10,4,18,17,3.2,3.5
7/6/23,5,3,9,13,3.2,3.5
7/7/23,1,4,17,14,3.2,3.5
7/8/23,2,3,7,11,3.2,3.5
7/9/23,2,0,9,11,3.2,3.5
7/10/23,4,0,13,20,3.2,3.5
7/11/23,3,3,20,15,3.2,3.5
7/12/23,14,3,12,12,3.2,3.5
7/13/23,2,5,8,4,3.2,3.5
7/14/23,9,3,16,11,3.2,3.5
7/15/23,2,9,5,10,3.2,3.5
7/16/23,2,0,5,16,3.2,3.5
7/17/23,4,1,5,9,3.2,3.5
7/18/23,2,4,7,9,3.2,3.5
7/19/23,5,8,14,18,3.2,3.5
7/20/23,0,2,12,14,3.2,3.5
7/21/23,2,4,11,12,3.2,3.5
7/22/23,4,4,10,13,3.2,3.5
7/23/23,2,0,10,6,3.2,3.5
7/24/23,2,0,20,18,3.2,3.5
7/25/23,4,4,18,9,3.2,3.5
7/26/23,6,14,16,11,3.2,3.5
7/27/23,16,3,10,14,3.2,3.5
7/28/23,2,4,12,13,3.2,3.5
7/29/23,3,1,4,6,3.2,3.5
7/30/23,0,5,7,4,3.2,3.5
7/31/23,0,0,11,18,3.2,3.5
8/1/23,2,2,12,23,3.7,3.8
8/2/23,5,1,9,12,3.7,3.8
8/3/23,2,5,8,8,3.7,3.8
8/4/23,3,3,15,11,3.7,3.8
8/5/23,1,4,6,12,3.7,3.8
8/6/23,2,0,8,17,3.7,3.8
8/7/23,4,5,20,21,3.7,3.8
8/8/23,4,2,16,14,3.7,3.8
8/9/23,5,7,16,10,3.7,3.8
8/10/23,4,2,19,24,3.7,3.8
8/11/23,4,4,10,16,3.7,3.8
8/12/23,1,4,7,11,3.7,3.8
8/13/23,2,0,2,10,3.7,3.8
8/14/23,2,0,18,18,3.7,3.8
8/15/23,0,4,7,12,3.7,3.8
8/16/23,3,4,5,11,3.7,3.8
8/17/23,9,2,8,16,3.7,3.8
8/18/23,4,9,12,10,3.7,3.8
8/19/23,2,5,6,11,3.7,3.8
8/20/23,0,0,7,10,3.7,3.8
8/21/23,3,0,12,7,3.7,3.8
8/22/23,2,8,16,10,3.7,3.8
8/23/23,3,3,14,9,3.7,3.8
8/24/23,1,3,6,4,3.7,3.8
8/25/23,4,1,18,13,3.7,3.8
8/26/23,4,1,11,29,3.7,3.8
8/27/23,3,0,5,8,3.7,3.8
8/28/23,2,0,17,11,3.7,3.8
8/29/23,8,2,14,9,3.7,3.8
8/30/23,2,2,13,14,3.7,3.8
8/31/23,3,4,8,9,3.7,3.8
9/1/23,5,2,10,13,3.7,3.8
9/2/23,5,1,9,8,3.7,3.8
9/3/23,1,0,13,10,3.7,3.8
9/4/23,0,0,5,,3.7,3.8
9/5/23,7,2,21,16,3.7,3.8
9/6/23,6,1,9,12,3.7,3.8
9/7/23,1,2,11,13,3.7,3.8
9/8/23,4,5,8,7,3.7,3.8
9/9/23,3,3,5,7,3.7,3.8
9/10/23,3,0,9,5,3.7,3.8
9/11/23,2,0,12,12,3.7,3.8
9/12/23,5,2,15,17,3.7,3.8
9/13/23,3,3,11,7,3.7,3.8
9/14/23,10,4,20,11,3.7,3.8
9/15/23,5,1,12,8,3.7,3.8
9/16/23,6,3,9,5,3.7,3.8
9/17/23,2,1,4,3,3.7,3.8
9/18/23,3,1,11,13,3.7,3.8
9/19/23,3,6,19,13,3.7,3.8
9/20/23,3,15,18,9,3.7,3.8
9/21/23,2,14,10,6,3.7,3.8
9/22/23,1,4,17,18,3.7,3.8
9/23/23,4,5,3,8,3.7,3.8
9/24/23,0,0,4,10,3.7,3.8
9/25/23,4,0,15,9,3.7,3.8
9/26/23,6,3,18,14,3.7,3.8
9/27/23,1,6,14,18,3.7,3.8
9/28/23,6,2,18,8,3.7,3.8
9/29/23,5,2,7,18,3.7,3.8
9/30/23,1,1,12,2,3.7,3.8
10/1/23,1,0,20,5,3.2,3.8
10/2/23,1,1,11,16,3.2,3.8
10/3/23,5,3,23,12,3.2,3.8
10/4/23,6,4,10,17,3.2,3.8
10/5/23,1,7,14,4,3.2,3.8
10/6/23,8,1,11,10,3.2,3.8
10/7/23,3,3,15,12,3.2,3.8
10/8/23,3,0,3,8,3.2,3.8
10/9/23,2,0,11,19,3.2,3.8
10/10/23,9,6,14,16,3.2,3.8
10/11/23,8,1,20,14,3.2,3.8
10/12/23,6,3,13,11,3.2,3.8
10/13/23,3,2,17,10,3.2,3.8
10/14/23,8,3,11,10,3.2,3.8
10/15/23,4,0,7,9,3.2,3.8
10/16/23,6,1,4,10,3.2,3.8
10/17/23,4,2,13,10,3.2,3.8
10/18/23,4,1,12,17,3.2,3.8
10/19/23,2,2,9,8,3.2,3.8
10/20/23,3,4,11,20,3.2,3.8
10/21/23,4,2,7,20,3.2,3.8
10/22/23,4,0,4,10,3.2,3.8
10/23/23,8,0,27,13,3.2,3.8
10/24/23,2,8,15,7,3.2,3.8
10/25/23,3,4,12,15,3.2,3.8
10/26/23,4,4,23,26,3.2,3.8
10/27/23,6,2,18,21,3.2,3.8
10/28/23,1,5,10,7,3.2,3.8
10/29/23,1,0,5,3,3.2,3.8
10/30/23,2,0,19,11,3.2,3.8
10/31/23,3,1,17,19,3.2,3.8
11/1/23,4,3,9,12,3.1,3.7
11/2/23,5,2,23,12,3.1,3.7
11/3/23,4,4,10,3,3.1,3.7
11/4/23,3,3,11,4,3.1,3.7
11/5/23,4,0,6,16,3.1,3.7
11/6/23,4,0,8,16,3.1,3.7
11/7/23,11,5,28,8,3.1,3.7
11/8/23,6,7,17,28,3.1,3.7
11/9/23,4,4,9,25,3.1,3.7
11/10/23,0,0,5,3,3.1,3.7
11/11/23,3,3,9,12,3.1,3.7
11/12/23,2,0,3,7,3.1,3.7
11/13/23,5,1,16,14,3.1,3.7
11/14/23,3,3,16,12,3.1,3.7
11/15/23,4,2,11,20,3.1,3.7
11/16/23,4,9,14,13,3.1,3.7
11/17/23,11,8,13,12,3.1,3.7
11/18/23,1,2,7,7,3.1,3.7
11/19/23,0,0,9,11,3.1,3.7
11/20/23,1,7,19,13,3.1,3.7
11/21/23,34,5,16,26,3.1,3.7
11/22/23,1,1,14,29,3.1,3.7
11/23/23,0,0,7,,3.1,3.7
