iter	Passed	Remaining
0	25	25334
1	47	23456
2	61	20498
3	84	20986
4	116	23135
5	147	24447
6	164	23363
7	180	22407
8	196	21675
9	211	20976
10	223	20090
11	240	19770
12	249	18967
13	265	18713
14	277	18202
15	290	17846
16	302	17478
17	313	17087
18	322	16638
19	333	16333
20	345	16088
21	359	16002
22	375	15950
23	385	15658
24	398	15553
25	410	15396
26	423	15278
27	435	15123
28	444	14889
29	456	14769
30	472	14755
31	485	14686
32	494	14492
33	512	14551
34	531	14655
35	575	15402
36	595	15511
37	615	15578
38	629	15508
39	643	15437
40	656	15363
41	668	15239
42	690	15360
43	703	15283
44	721	15305
45	730	15148
46	742	15062
47	756	15010
48	769	14935
49	778	14799
50	792	14743
51	808	14735
52	821	14684
53	838	14682
54	852	14655
55	866	14611
56	880	14574
57	894	14528
58	910	14521
59	924	14488
60	941	14487
61	950	14374
62	964	14340
63	981	14361
64	995	14318
65	1014	14363
66	1032	14378
67	1050	14398
68	1068	14415
69	1084	14411
70	1098	14375
71	1115	14374
72	1127	14315
73	1148	14366
74	1174	14486
75	1191	14488
76	1199	14379
77	1213	14346
78	1235	14404
79	1256	14454
80	1273	14453
81	1288	14427
82	1309	14466
83	1326	14463
84	1349	14528
85	1368	14544
86	1381	14501
87	1396	14477
88	1414	14478
89	1432	14483
90	1447	14463
91	1461	14424
92	1473	14373
93	1489	14352
94	1533	14611
95	1554	14635
96	1568	14599
97	1579	14536
98	1613	14680
99	1633	14700
100	1650	14688
101	1662	14640
102	1689	14715
103	1710	14734
104	1729	14744
105	1754	14793
106	1771	14783
107	1787	14763
108	1804	14749
109	1817	14702
110	1833	14686
111	1849	14665
112	1864	14635
113	1877	14591
114	1896	14595
115	1911	14569
116	1928	14557
117	1942	14520
118	1961	14520
119	1981	14531
120	2000	14530
121	2021	14546
122	2037	14526
123	2059	14550
124	2080	14564
125	2089	14496
126	2106	14479
127	2128	14500
128	2149	14512
129	2164	14483
130	2183	14486
131	2202	14480
132	2222	14485
133	2236	14452
134	2258	14470
135	2273	14446
136	2292	14442
137	2306	14404
138	2325	14403
139	2341	14380
140	2354	14342
141	2369	14317
142	2384	14292
143	2401	14277
144	2416	14249
145	2436	14250
146	2456	14257
147	2467	14204
148	2493	14241
149	2541	14400
150	2560	14394
151	2577	14377
152	2594	14364
153	2607	14325
154	2623	14302
155	2638	14274
156	2654	14251
157	2672	14240
158	2693	14246
159	2711	14234
160	2727	14211
161	2742	14184
162	2755	14147
163	2768	14113
164	2788	14111
165	2806	14099
166	2839	14162
167	2863	14181
168	2882	14174
169	2901	14168
170	2913	14124
171	2928	14097
172	2943	14070
173	2954	14026
174	2968	13996
175	2986	13982
176	2997	13939
177	3012	13911
178	3029	13893
179	3040	13849
180	3052	13813
181	3066	13783
182	3082	13760
183	3094	13721
184	3112	13710
185	3129	13694
186	3146	13679
187	3165	13671
188	3180	13645
189	3193	13616
190	3226	13665
191	3248	13671
192	3270	13675
193	3289	13668
194	3306	13650
195	3318	13613
196	3334	13592
197	3347	13559
198	3367	13554
199	3382	13530
200	3399	13513
201	3416	13495
202	3435	13486
203	3449	13461
204	3466	13444
205	3512	13536
206	3530	13524
207	3541	13483
208	3561	13478
209	3577	13456
210	3602	13470
211	3622	13465
212	3644	13466
213	3665	13463
214	3683	13449
215	3697	13421
216	3725	13441
217	3756	13475
218	3777	13471
219	3789	13436
220	3811	13434
221	3831	13427
222	3853	13427
223	3876	13430
224	3894	13412
225	3912	13399
226	3926	13372
227	3948	13371
228	3964	13346
229	3985	13343
230	4010	13349
231	4034	13356
232	4050	13333
233	4070	13323
234	4092	13323
235	4111	13309
236	4128	13290
237	4146	13276
238	4163	13255
239	4184	13250
240	4206	13246
241	4220	13219
242	4239	13207
243	4260	13200
244	4283	13201
245	4303	13191
246	4318	13166
247	4338	13156
248	4356	13138
249	4369	13108
250	4398	13125
251	4424	13134
252	4452	13146
253	4483	13166
254	4524	13219
255	4557	13245
256	4580	13241
257	4596	13218
258	4615	13204
259	4635	13194
260	4669	13220
261	4687	13204
262	4709	13197
263	4726	13177
264	4742	13152
265	4763	13144
266	4774	13107
267	4807	13130
268	4828	13122
269	4849	13110
270	4869	13100
271	4890	13088
272	4909	13072
273	4931	13067
274	4944	13036
275	4961	13013
276	4978	12994
277	4992	12965
278	5002	12928
279	5013	12892
280	5031	12875
281	5044	12844
282	5060	12821
283	5078	12803
284	5095	12783
285	5109	12756
286	5122	12724
287	5136	12699
288	5157	12687
289	5172	12663
290	5200	12669
291	5220	12657
292	5240	12646
293	5258	12627
294	5279	12615
295	5300	12605
296	5314	12578
297	5328	12553
298	5341	12524
299	5359	12505
300	5376	12484
301	5394	12467
302	5411	12447
303	5429	12429
304	5442	12401
305	5463	12390
306	5481	12372
307	5524	12411
308	5541	12391
309	5573	12406
310	5598	12403
311	5619	12391
312	5643	12387
313	5659	12364
314	5682	12357
315	5701	12341
316	5721	12327
317	5740	12311
318	5757	12291
319	5776	12274
320	5792	12252
321	5810	12234
322	5827	12213
323	5846	12198
324	5865	12183
325	5888	12173
326	5903	12149
327	5918	12125
328	5940	12115
329	5952	12084
330	5976	12079
331	5994	12062
332	6015	12048
333	6030	12024
334	6047	12005
335	6066	11988
336	6079	11961
337	6105	11958
338	6123	11940
339	6138	11915
340	6152	11890
341	6165	11862
342	6181	11840
343	6196	11815
344	6209	11788
345	6221	11759
346	6232	11728
347	6250	11711
348	6266	11688
349	6278	11660
350	6295	11640
351	6311	11619
352	6330	11603
353	6348	11585
354	6367	11569
355	6386	11553
356	6401	11529
357	6414	11502
358	6428	11477
359	6446	11460
360	6469	11452
361	6526	11502
362	6544	11483
363	6564	11468
364	6586	11458
365	6601	11436
366	6616	11412
367	6631	11389
368	6654	11379
369	6670	11357
370	6690	11343
371	6713	11334
372	6732	11316
373	6755	11307
374	6776	11294
375	6790	11269
376	6807	11249
377	6823	11228
378	6841	11209
379	6857	11187
380	6873	11167
381	6890	11147
382	6911	11134
383	6943	11138
384	6958	11115
385	6974	11093
386	6992	11076
387	7010	11058
388	7029	11041
389	7049	11025
390	7063	11002
391	7081	10983
392	7097	10962
393	7118	10949
394	7135	10929
395	7152	10909
396	7165	10884
397	7182	10863
398	7197	10841
399	7211	10817
400	7224	10792
401	7239	10769
402	7254	10746
403	7268	10722
404	7279	10695
405	7296	10674
406	7307	10646
407	7322	10625
408	7337	10602
409	7352	10581
410	7366	10557
411	7384	10539
412	7408	10529
413	7429	10516
414	7450	10503
415	7501	10530
416	7516	10508
417	7532	10488
418	7548	10467
419	7566	10449
420	7581	10426
421	7597	10405
422	7614	10387
423	7633	10369
424	7646	10345
425	7661	10322
426	7673	10297
427	7692	10280
428	7703	10253
429	7719	10232
430	7736	10213
431	7751	10192
432	7770	10175
433	7791	10161
434	7831	10172
435	7853	10158
436	7873	10143
437	7894	10129
438	7910	10109
439	7931	10094
440	7949	10076
441	7964	10055
442	7980	10034
443	7999	10016
444	8015	9996
445	8034	9979
446	8048	9957
447	8069	9942
448	8087	9925
449	8113	9916
450	8137	9906
451	8157	9890
452	8177	9874
453	8195	9856
454	8225	9852
455	8244	9835
456	8260	9815
457	8276	9794
458	8293	9775
459	8308	9752
460	8326	9735
461	8592	10005
462	8621	9999
463	8649	9991
464	8663	9967
465	8678	9945
466	8691	9919
467	8705	9895
468	8717	9869
469	8729	9844
470	8739	9816
471	8752	9791
472	8766	9766
473	8781	9744
474	8797	9723
475	8813	9701
476	8825	9676
477	8846	9660
478	8891	9671
479	8938	9683
480	8954	9661
481	8974	9645
482	8991	9624
483	9008	9604
484	9030	9589
485	9046	9567
486	9067	9551
487	9083	9530
488	9099	9508
489	9115	9487
490	9131	9466
491	9151	9448
492	9171	9431
493	9185	9408
494	9198	9384
495	9215	9363
496	9236	9347
497	9249	9324
498	9266	9303
499	9280	9280
500	9299	9262
501	9325	9251
502	9348	9237
503	9371	9222
504	9384	9198
505	9400	9177
506	9421	9160
507	9436	9139
508	9456	9121
509	9473	9101
510	9487	9078
511	9505	9059
512	9522	9039
513	9536	9017
514	9553	8997
515	9573	8979
516	9617	8985
517	9663	8992
518	9687	8978
519	9711	8964
520	9726	8942
521	9743	8922
522	9761	8902
523	9777	8882
524	9795	8862
525	9812	8842
526	9830	8823
527	9843	8799
528	9860	8779
