iter	Passed	Remaining
0	31	31491
1	45	22518
2	55	18498
3	69	17272
4	81	16191
5	92	15264
6	103	14690
7	115	14276
8	132	14544
9	143	14243
10	148	13369
11	162	13340
12	173	13206
13	185	13091
14	197	12954
15	208	12830
16	221	12808
17	227	12400
18	241	12474
19	254	12486
20	267	12477
21	280	12458
22	289	12292
23	310	12622
24	320	12494
25	337	12634
26	346	12499
27	362	12567
28	378	12689
29	392	12693
30	403	12615
31	419	12680
32	430	12609
33	442	12573
34	456	12578
35	466	12479
36	476	12408
37	486	12323
38	499	12303
39	507	12188
40	520	12173
41	530	12105
42	544	12123
43	560	12175
44	578	12268
45	591	12264
46	608	12329
47	620	12304
48	624	12119
49	639	12142
50	649	12082
51	668	12184
52	684	12229
53	690	12098
54	705	12117
55	718	12107
56	729	12073
57	743	12075
58	755	12053
59	765	11992
60	775	11938
61	786	11905
62	801	11914
63	812	11885
64	824	11861
65	836	11835
66	848	11815
67	860	11788
68	870	11746
69	882	11723
70	893	11694
71	903	11645
72	912	11592
73	929	11627
74	969	11960
75	997	12123
76	1009	12100
77	1027	12141
78	1044	12176
79	1055	12142
80	1071	12155
81	1083	12132
82	1098	12130
83	1106	12060
84	1118	12040
85	1128	11996
86	1139	11955
87	1150	11928
88	1161	11887
89	1168	11816
90	1183	11823
91	1199	11837
92	1214	11844
93	1229	11846
94	1241	11825
95	1252	11792
96	1264	11769
97	1275	11743
98	1292	11765
99	1298	11689
100	1312	11680
101	1325	11673
102	1343	11698
103	1360	11718
104	1376	11729
105	1398	11797
106	1418	11835
107	1437	11869
108	1442	11793
109	1466	11861
110	1489	11930
111	1506	11940
112	1518	11922
113	1529	11885
114	1540	11852
115	1553	11838
116	1569	11847
117	1584	11841
118	1595	11815
119	1606	11783
120	1613	11721
121	1626	11702
122	1637	11678
123	1655	11696
124	1663	11642
125	1674	11615
126	1688	11609
127	1705	11616
128	1721	11625
129	1735	11614
130	1750	11613
131	1762	11591
132	1771	11547
133	1789	11562
134	1799	11530
135	1811	11510
136	1831	11534
137	1852	11570
138	1876	11622
139	1899	11667
140	1906	11617
141	1933	11682
142	1990	11928
143	1998	11878
144	2009	11850
145	2020	11819
146	2033	11798
147	2046	11783
148	2061	11773
149	2072	11743
150	2086	11730
151	2101	11724
152	2116	11715
153	2127	11689
154	2142	11680
155	2157	11673
156	2172	11663
157	2183	11637
158	2199	11635
159	2218	11647
160	2234	11646
161	2253	11657
162	2271	11664
163	2283	11638
164	2297	11626
165	2310	11605
166	2324	11595
167	2337	11577
168	2358	11599
169	2376	11603
170	2395	11615
171	2413	11617
172	2425	11596
173	2437	11571
174	2450	11553
175	2464	11536
176	2479	11529
177	2492	11509
178	2501	11474
179	2515	11457
180	2529	11447
181	2542	11428
182	2558	11423
183	2571	11404
184	2590	11410
185	2612	11432
186	2623	11406
187	2642	11414
188	2649	11368
189	2664	11360
190	2671	11316
191	2684	11295
192	2699	11288
193	2711	11263
194	2721	11235
195	2736	11225
196	2748	11202
197	2764	11196
198	2775	11173
199	2788	11153
200	2798	11124
201	2809	11098
202	2820	11071
203	2832	11053
204	2844	11030
205	2858	11017
206	2866	10980
207	2881	10971
208	2897	10966
209	2922	10994
210	2984	11161
211	3001	11154
212	3020	11162
213	3042	11173
214	3052	11145
215	3071	11150
216	3086	11138
217	3101	11123
218	3114	11108
219	3125	11082
220	3136	11055
221	3150	11040
